No,Entry,Expt.,ClogP,Polarizability,Predicted,Residual,Predicted,Residual,Predicted,Residual,Predicted,Residual,SLN
46,134131,-1.756,0.0206,124.815,-1.4727,-0.2833000000000001,-1.5678,-0.18819999999999992,-1.443,-0.31299999999999994,-1.505,-0.2510000000000001,C[1]C(=CHN=C(N=@1)SCH3)N=CHCH=N@1
47,134132,-1.144,0.0172,127.417,-1.8344,0.6904000000000001,-2.2105,1.0665000000000002,-1.6244,0.48040000000000016,-1.9494,0.8054000000000001,C[1]C(N=C(C(=N@1)CH3)CH3)=CHN=C(N=@1)CH3
48,135304,-0.599,-0.39,112.24,-0.8465,0.24750000000000005,-0.9633,0.36430000000000007,-0.8457,0.24670000000000003,-0.9927,0.39370000000000005,N[1](C(CH=CHCH=CH@1)=O)CH2CH2C(OH)=O
49,1354103,-3.102,1.49,253.074,-2.9963,-0.10569999999999968,-2.9502,-0.1517999999999997,-2.9111,-0.19090000000000007,-2.8733,-0.2286999999999999,C[1](C(C(CH2OH)=O)(CH2CH2CH@1C[18]HCH(CH(CH2@1)OH)C[29](C(CH2CH2@18)=CHC(CH=CH@29)=O)CH3)OH)CH3
50,1354819,-3.243,1.43,253.73,-2.9439,-0.2990999999999997,-2.9678,-0.2751999999999999,-2.8579,-0.3851,-2.8851,-0.3578999999999999,C[1](C(C(CH2OH)=O)(CH2CH2CH@1C[18]HCH(CH(CH2@1)OH)C[29](C(CH2CH2@18)=CHC(CH2CH2@29)=O)CH3)OH)CH3
51,1356062,-3.11,1.44,250.011,-3.1855,0.07550000000000034,-3.1575,0.04750000000000032,-3.0429,-0.06709999999999994,-3.0173,-0.09269999999999978,C[1](C(C(CH2OH)=O)(CH2CH2CH@1C[18]HCH(C(CH2@1)=O)C[27](C(CH2CH2@18)=CHC(CH2CH2@27)=O)CH3)OH)CH3
52,13639,-0.962,0.5,167.305,-0.1914,-0.7706,-0.1421,-0.8199,-1.1791,0.21710000000000007,-1.389,0.42700000000000005,P[1](N(CH2CH2Cl)CH2CH2Cl)(OCH2CH2CH2CH2NH@1)=O
53,137476,-0.849,1.71,143.366,-2.3159,1.4669,-2.2289,1.3799,-2.2635,1.4145,-2.2649,1.4159,C[1](C[2]=CHCH=CHCH=CH@2)=NC(C(NH@1)=O)(CH3)CH3
54,13749,-3.064,1.04,118.225,-2.5247,-0.5392999999999999,-2.5518,-0.5122,-2.5717,-0.4923000000000002,-2.618,-0.4460000000000002,C[1](=C(CH=C[5]C(=CH@1)OCH2O@5)CH2OH)N[+1](O[-1])=O
55,1375488,-3.682,2.61,180.496,-3.3937,-0.2883,-3.4743,-0.2077,-3.1319,-0.5501,-3.1486,-0.5333999999999999,C[1](=C(C(OCH3)=O)CH=CHCH=CH@1)C(C[19]=CHCH=CHCH=CH@19)=O
56,1385150,-3.399,1.68,194.556,-2.8363,-0.5627,-2.9089,-0.4901,-2.2166,-1.1824,-2.9194,-0.4796,C[1](C[2]HC[4]HCH(O@1)C[9]HCH@1C[13]HCH@2CH@4CH@9CH2@13)NHCH2C[29]=CHCH=CHCH=CH@29
57,138539,-0.12,0.72,139.901,-1.9553,1.8353000000000002,-2.1534,2.0334,-1.6012,1.4811999999999999,-1.6554,1.5354,C[1]C(N=C(C(=N@1)CH2CH3)CH2CH3)=CHN=CHN=@1
58,140666,-0.938,1.96,139.364,-2.5111,1.5731,-2.5287,1.5907000000000002,-2.2996,1.3616,-2.2974,1.3594000000000002,N[1](C[2]=CHCH=CHCH=CH@2)C(=CHC(=N@1)CH3)NH2
59,140923,-2.907,1.64,132.552,-2.8229,-0.08409999999999984,-2.8816,-0.025399999999999867,-2.6898,-0.21720000000000006,-2.7795,-0.12749999999999995,C[1]=C(C(OC@1(CH3)CH3)=O)CH=C(CH=CH@1)C#N
60,141574,-2.365,-0.78,124.815,-1.1201,-1.2449000000000001,-1.4828,-0.8822000000000003,-1.0438,-1.3212000000000002,-1.3795,-0.9855000000000003,C[1]C(=NCH=NC=@1SCH3)N=CHCH=N@1
61,141728,-3.122,1.78,123.107,-2.6335,-0.4884999999999997,-2.7794,-0.3426,-2.9099,-0.21209999999999996,-2.8912,-0.2307999999999999,C[1]=C(CH=CHC(=CH@1)OCH3)CH=CHC(O@1)=O
62,142426,-3.62,1.17,142.71,-2.1561,-1.4639000000000002,-2.3463,-1.2737000000000003,-2.109,-1.5110000000000001,-2.24,-1.38,C[1]=C(C(=CHCH=C@1CH=NCH=N@1)CH2CH=CH2)OH
63,1425821,-2.131,1.37,125.022,-1.2417,-0.8892999999999998,-1.3707,-0.7602999999999998,-1.6312,-0.4997999999999998,-1.7668,-0.36419999999999986,C[1](S(OCH2CH3)(=O)=O)=CHCH=CHCH=CH@1
64,1428746,-1.21,1.76,158.457,-2.5921,1.3820999999999999,-2.7677,1.5577,-2.2945,1.0845000000000002,-2.4603,1.2503000000000002,C[1]=C(CH2C(O@1)(CH3)CH3)CH=CHCH=C@1OC(NHCH3)=O
65,143109,0.359,-1.23,124.659,-0.4237,0.7827,-0.6849,1.0438999999999998,-0.3843,0.7433,-0.5517,0.9107,C[1]C(=CHN=C(N=@1)N(CH3)CH3)N=CHCH=N@1
66,143161,-0.022,-0.11,124.659,-0.7267,0.7047,-0.5999,0.5779,-0.6484,0.6264,-0.4063,0.3843,C[1]C(N=CHC(=N@1)N(CH3)CH3)=CHN=CHN=@1
67,143237,-5.592,3.32,162.871,-4.0447,-1.5473,-4.1639,-1.4280999999999997,-4.0915,-1.5004999999999997,-4.3524,-1.2395999999999994,C[1]=C(NHC[5]=C(S@1)CH=CHCH=CH@5)CH=CHCH=CH@1
68,143358,-2.037,1.43,128.526,-2.064,0.027000000000000135,-2.0291,-0.007899999999999796,-2.0171,-0.019899999999999807,-2.0385,0.0015000000000000568,C[1]=C(CH=CHCH=CH@1)NHCH=C@1CH2C(OH)=O
69,14343,-3.931,1.69,148.802,-3.3908,-0.5402,-3.6677,-0.2633000000000001,-3.3414,-0.5895999999999999,-3.6151,-0.31590000000000007,C[1]=C(C(=CHC(=C@1OCH3)OCH3)Br)CH2OC@1=O
70,143898,-3.794,3.26,147.168,-3.6071,-0.18690000000000007,-3.2795,-0.5145,-3.5797,-0.21430000000000016,-3.4222,-0.3717999999999999,C[1]C[2]=C(NHC=@1C(=NCH=CH@1)CH3)CH=CHCH=CH@2
71,144619,-1.67,2.42,151.848,-2.8586,1.1886,-2.8539,1.1839,-2.6024,0.9323999999999999,-2.5907,0.9207000000000001,N[1](C[2]=CHCH=CHCH=CH@2)C(=C(C(=N@1)CH3)CH3)NH2
72,1449659,-4.53,2.06,121.729,-1.9953,-2.5347,-1.8745,-2.6555,-2.0279,-2.5021000000000004,-1.7886,-2.7414000000000005,C[1](C(NHC(CH2CH2@1)=O)=O)(CH2CH3)CH2CH3
73,145297,-1.743,-1.03,124.478,-1.2362,-0.5068000000000001,-1.6152,-0.12780000000000014,-1.6585,-0.08450000000000002,-2.1236,0.38060000000000005,C[1](C(OCH2CH3)=O)=CHNHC(N=CH@1)=S
74,146515,-4.572,2.74,155.119,-3.2817,-1.2903000000000002,-3.0671,-1.5049000000000001,-3.0915,-1.4805000000000001,-3.0463,-1.5257,S[1](C[2]=C(C[4]=C@1CH=CHCH=CH@4)CH=CHCH=CH@2)(=O)=O
75,147487,-2.921,1.67,143.366,-2.3721,-0.5488999999999997,-2.5165,-0.40449999999999964,-2.2777,-0.6433,-2.4266,-0.49439999999999973,C[1]C(=C(CH=CHCH=@1)OH)N=CHN=C@1CH2CH2CH3
76,148231,-2.055,1.75,135.623,-2.6054,0.5503999999999998,-2.7965,0.7414999999999998,-2.6285,0.5734999999999997,-2.8377,0.7826999999999997,C[1]C(=NC(=CHCH=@1)CH2N[+1](O[-1])=O)CH=CHCH=CH@1
77,148744,-3.8,1.14,128.712,-1.9524,-1.8476,-1.6836,-2.1163999999999996,-1.8672,-1.9327999999999999,-1.5694,-2.2306,C[1]=C(C(CH=CHC@1=[S=I]NOH)=[S=N]NOH)CH=CHCH=N@1
78,148977,-2.522,2.66,163.288,-2.3673,-0.15469999999999962,-2.101,-0.4209999999999998,-2.468,-0.053999999999999826,-2.2509,-0.2710999999999997,C[1](C(NHCH2CH2CH2CH2CH2CH3)=O)=CHN=CHCH=CH@1
79,14912,-0.731,-0.32,149.559,-1.3992,0.6682,-1.3266,0.5956,-1.5012,0.7702000000000001,-1.4919,0.7609,C[1](NHC(C[5]N=CHCH=NCH=@5)=O)=NC(=CHCH=N@1)CH3
80,150323,-1.917,0.57,143.939,-1.4805,-0.4365000000000001,-1.4756,-0.4414,-1.5093,-0.40769999999999995,-1.5545,-0.36250000000000004,C[1](C(NHC(C(NH@1)=O)(CH2CH3)CH3)=O)(CH2CH3)CH3
81,150553,-3.716,1.76,160.396,-3.4976,-0.21840000000000037,-3.7782,0.06219999999999981,-3.6508,-0.06520000000000037,-3.9125,0.1964999999999999,C[1]C(=NC[4]=C(S@1)CH=CHCH=CH@4)CH=CHC(CH=@1)=O
82,151158,-2.977,0.38,148.717,-1.548,-1.4289999999999998,-1.5945,-1.3824999999999998,-1.737,-1.2399999999999998,-1.8206,-1.1563999999999999,C[1](C(NHC[5]N=CHCH=CHCH=@5)=O)=CHN=CHCH=CH@1
83,15120,-0.451,-0.16,95.01,-1.9741,1.5231,-2.2533,1.8022999999999998,-2.0123,1.5613000000000001,-2.2158,1.7648000000000001,C(C[2]NHC[5]=C(N=@2)N=CHN=CH@5)(F)(F)F
84,152059,-2.287,-0.4,119.24,-2.0948,-0.1921999999999997,-2.178,-0.10899999999999999,-2.2013,-0.08570000000000011,-2.3469,0.059900000000000286,C[1]=C(N=C(C(=N@1)CH3)CH3)N=CHNHC@1=O
85,152160,-4.353,4.72,184.12,-4.8522,0.4992000000000001,-4.7609,0.4079000000000006,-4.8244,0.47140000000000004,-4.8968,0.5438000000000001,C[1](C[2]=CHCH=C(CH=CH@2)CH3)SC[17]=C(N=@1)CH=CHCH=CH@17
86,152784,-3.74,1.67,128.153,-3.2023,-0.5377000000000001,-3.3826,-0.35740000000000016,-3.5295,-0.21050000000000013,-3.6605,-0.07950000000000035,C[1]=C(CH=C[5]C(=CH@1)CH=CHO@5)OC(CH=CH@1)=O
87,1530162,-2.027,1.19,152.838,-2.43,0.403,-2.7287,0.7016999999999998,-2.2613,0.23429999999999973,-2.3406,0.31359999999999966,N[1](C(=C(C(CH=CH@1)=O)OH)CH3)C[16]=CHCH=CHCH=CH@16
88,1531609,-3.222,1.65,165.322,-2.9827,-0.23930000000000007,-3.3019,0.07989999999999986,-2.7318,-0.4902000000000002,-2.8328,-0.38919999999999977,N[1](C(=C(C(CH=CH@1)=O)OH)CH3)C[16]=CHCH=C(CH=CH@16)CH3
89,1536506,-3.933,1.97,191.907,-1.9578,-1.9751999999999998,-1.9515,-1.9814999999999998,-2.8123,-1.1206999999999998,-2.9481,-0.9848999999999997,C[1]=C(OCH2CH(CH2NHCH(CH3)CH3)OH)CH=CHCH=C@1NHCH=CH@1
90,153770,-3.197,3.19,175.772,-2.7664,-0.4306000000000001,-2.4927,-0.7042999999999999,-2.8561,-0.3409,-2.6383,-0.5587,C[1](C(NHCH2CH2CH2CH2CH2CH2CH3)=O)=CHN=CHCH=CH@1
91,153833,-3.487,2.67,138.991,-3.2159,-0.2711000000000001,-2.9424,-0.5446,-3.3276,-0.1594000000000002,-3.227,-0.26000000000000023,C[1](C[2]OCH=CHCH=@2)NHC[12]=C(N=@1)CH=CHCH=CH@12
92,1545756,-5.399,4.77,204.871,-5.7114,0.31240000000000023,-5.733,0.33399999999999963,-5.8004,0.40139999999999976,-6.017,0.6180000000000003,P(OC[3]=C(CH=C(C(=N@3)Cl)Cl)Cl)(OCH2CH3)(OCH2CH3)=S
93,155065,-2.412,-2.8,100.598,-0.0363,-2.3757,-0.2731,-2.1389,-0.047,-2.3649999999999998,-0.0515,-2.3605,C[1](CH(C(N=C(NH@1)CH3)=O)C(=O)NH2)=O
94,155934,-2.884,2.01,127.414,-2.2702,-0.6137999999999999,-2.1441,-0.7399,-2.2943,-0.5897000000000001,-2.2233,-0.6606999999999998,C[1]C(=C(OC=@1CH=CHCH=CH@1)C(OH)=O)OCH3
95,156139,-3.042,0.66,122.705,-2.9906,-0.05139999999999967,-2.7488,-0.2931999999999997,-3.2808,0.23880000000000035,-3.1639,0.12190000000000012,C[1]=C(NHC(C(NH@1)=O)=O)CH=CHC(=CH@1)CH3
96,156158,-3.624,-1.08,94.121,-2.8726,-0.7514000000000003,-2.5568,-1.0672000000000001,-3.0882,-0.5358,-2.7964,-0.8275999999999999,C[1]=C(C(NHC(NH@1)=O)=O)NHC(NH@1)=O
97,156160,-4.035,-0.68,112.18,-3.1187,-0.9163000000000001,-2.8953,-1.1397,-3.4563,-0.5787,-3.3421,-0.6929000000000003,C[1]=C(C(NHC(NH@1)=O)=S)NHC(NH@1)=O
98,156225,-2.854,0.28,122.705,-1.5836,-1.2704000000000002,-1.2893,-1.5647000000000002,-1.68,-1.1740000000000002,-1.4474,-1.4066,C[1]=C(NHC(CH2NHC@1=O)=O)CH=CHCH=CH@1
99,157113,-1.022,-0.62,124.659,-0.5526,-0.46940000000000004,-0.5999,-0.42210000000000003,-0.4958,-0.5262,-0.525,-0.497,C[1]=C(N(CH3)CH3)N=CHN=C@1N=CHCH=N@1
100,157279,-2.6,0.25,129.77,-2.003,-0.597,-2.1794,-0.4206000000000003,-2.1394,-0.4605999999999999,-2.4328,-0.16720000000000024,C[1]=C(CH=CHC(=CH@1)NHC(=O)CH3)CH2OC@1=O
101,157634,-2.651,0.61,110.199,-2.3208,-0.3301999999999996,-2.609,-0.041999999999999815,-2.3567,-0.2942999999999998,-2.7212,0.07020000000000026,C[1]=C(CH=CHC(=CH@1)N[+1](O[-1])=O)CH2OC@1=O
102,158211,-2.319,2.06,156.506,-2.1952,-0.12380000000000013,-1.9089,-0.4100999999999999,-2.2189,-0.10009999999999986,-2.0698,-0.2492000000000001,C[1](C(NHC[5]HCH2CH2CH2CH2CH2@5)=O)=CHN=CHCH=CH@1
103,159075,-4.462,2.64,166.061,-3.6592,-0.8028,-3.7229,-0.7390999999999996,-3.7967,-0.6652999999999998,-3.855,-0.6069999999999998,C[1]=C(C(C[4]=C(N@1CH3)CH=CHCH=CH@4)=O)CH=CHCH=CH@1
104,159115,-1.882,0.63,128.07,-2.162,0.28,-2.4748,0.5928000000000002,-2.0915,0.20950000000000002,-2.4119,0.5299000000000003,C[1]=C(C(=CHCH=C@1CH2OC@1=O)OCH3)OCH3
105,160660,-3.041,0.46,149.627,-2.3873,-0.6536999999999997,-2.566,-0.4750000000000001,-2.0557,-0.9853000000000001,-2.0876,-0.9533999999999998,C[1]C(N=C(C(=N@1)CH2CH3)CH2CH3)=NC(=NCH=@1)NH2
106,1620299,-1.444,1.18,151.794,-1.9688,0.5248000000000002,-2.3454,0.9014000000000002,-1.9282,0.48419999999999996,-2.1866,0.7425999999999999,CH(C[3]=CHCH=CHCH=CH@3)(CH2C(OH)=O)CH2C(=O)CH3
107,163207,-1.696,-0.54,125.366,-2.0628,0.36680000000000024,-2.3372,0.6412000000000002,-1.8724,0.1764000000000001,-1.9747,0.27869999999999995,N[1](C[2]=CHCH=CHCH=CH@2)C(=NC(NH@1)=O)NH2
108,16328,-2.197,2.16,168.183,-2.833,0.6360000000000001,-2.7519,0.5549,-2.6745,0.47750000000000004,-2.6282,0.4312,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH=[S=N]CHCH3)CH2CH=[S=N]CHCH3
109,163336,-2.468,-0.54,125.366,-2.0628,-0.4051999999999998,-2.3372,-0.1307999999999998,-2.1654,-0.3026,-2.3679,-0.10009999999999986,N[1](C[2]=CHCH=CHCH=CH@2)C(N=C(NH@1)NH2)=O
110,163607,-1.099,-0.78,99.232,-0.8244,-0.27459999999999996,-1.0215,-0.0774999999999999,-0.9468,-0.1522,-0.9486,-0.15039999999999998,C[1](OC(=CHC(CH=@1)=O)C(OH)=O)C(OH)=O
111,163772,-1.489,-1.27,119.24,-1.0883,-0.40070000000000006,-1.3339,-0.15510000000000002,-0.9542,-0.5348,-1.2524,-0.23660000000000014,C[1]=C(N=C(C(N@1CH3)=O)CH3)CH=NCH=N@1
112,163999,-2.397,0.64,119.559,-1.6372,-0.7597999999999998,-1.6333,-0.7636999999999998,-1.4927,-0.9042999999999999,-1.4538,-0.9431999999999998,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH3)CH2CH3
