No,Expt.,ClogP,MP,Polarizability,Predicted,Residual,Predicted,Residual,Predicted,Residual,Predicted,Residual,Name,SLN
24,-2.7239,3.17,327.65,204.674,-3.1409,0.4169999999999998,-2.9854,0.26149999999999984,-3.3627,0.6387999999999998,-3.2758,0.5518999999999998,"Skeleton = 2, NR1R2 = 2-ethylpiperidine",C[1]H=CHCH=CHC(=CH@1)C(OCH2C(N[18]CH2CH2CH2CH2CH@18CH2CH3)=O)=O
25,-3.2638,3.14,391.4,204.674,-3.1478,-0.11599999999999966,-3.034,-0.2298,-3.2836,0.01980000000000004,-3.2147,-0.0490999999999997,"Skeleton = 2, NR1R2 = 2,6-dimethylpiperidine",C[1]H=CHCH=CHC(=CH@1)C(OCH2C(N[18]CH(CH2CH2CH2CH@18CH3)CH3)=O)=O
26,-1.3486,0.63,394.65,184.013,-1.8319,0.48330000000000006,-1.9918,0.6432,-1.9255,0.5769,-2.0985,0.7499,"Skeleton = 2, NR1R2 = piperidin-4-ol",C[1]H=CHCH=CHC(=CH@1)C(OCH2C(N[18]CH2CH2CH(CH2CH2@18)OH)=O)=O
27,-2.5387,1.93,362.65,161.52,-2.3293,-0.20940000000000003,-2.2461,-0.29259999999999975,-2.4713,-0.06740000000000013,-2.3982,-0.14049999999999985,"Skeleton = 2, R1 = n-C3H7",C[1]H=CHCH=CHC(=CH@1)C(OCH2C(NHCH2CH2CH3)=O)=O
28,-2.1416,0.56,422.65,172.117,-1.8212,-0.3204,-1.9067,-0.2348999999999999,-1.9056,-0.236,-2.1514,0.009800000000000253,"Skeleton = 2, NR1R2 = azetidine-2-carboxylic acid",C[1]H=CHCH=CHC(=CH@1)C(OCH2C(N[18]CH2CH2CH@18C(OH)=O)=O)=O
29,-2.0841,1.28,345.65,197.085,-2.471,0.38690000000000024,-2.5363,0.4522000000000004,-2.4383,0.35420000000000007,-2.5418,0.4577,"Skeleton = 2, NR1R2 = methyl pyrrolidine-2-carboxylate",C[1]H=CHCH=CHC(=CH@1)C(OCH2C(N[18]CH2CH2CH2CH@18C(OCH3)=O)=O)=O
30,-2.2653,0.2,467.65,190.02,-2.0897,-0.17559999999999976,-2.091,-0.17429999999999968,-2.3201,0.05480000000000018,-2.4572,0.19189999999999996,"Skeleton = 2, NR1R2 = pyrrolidine-2-carboxamide ",C[1]H=CHCH=CHC(=CH@1)C(OCH2C(N[18]CH2CH2CH2CH@18C(NH2)=O)=O)=O
31,-2.7321,1.75,402.65,161.52,-2.2778,-0.4542999999999999,-2.2872,-0.4449000000000001,-2.4115,-0.3205999999999998,-2.4298,-0.3022999999999998,"Skeleton = 2, R1 = i-C3H7",C[1]H=CHCH=CHC(=CH@1)C(OCH2C(NHCH(CH3)CH3)=O)=O
32,-2.2828,2.08,326.65,186.488,-2.3763,0.09350000000000014,-2.5362,0.25340000000000007,-2.5125,0.22970000000000024,-2.6407,0.3578999999999999,"Skeleton = 3, R = CH(CH3)CON(C2H5)2",C[1]H=CHCH=CHC(=CH@1)C(OCH(C(N(CH2CH3)CH2CH3)=O)CH3)=O
33,-2.4003,0.51,377.65,149.624,-1.8798,-0.5205000000000002,-2.2486,-0.15169999999999995,-2.0555,-0.3448000000000002,-2.3405,-0.059800000000000075,"Skeleton = 3, R = CH2CONHCOCH3",C[1]H=CHCH=CHC(=CH@1)C(OCH2C(NHC(CH3)=O)=O)=O
34,-2.8664,1.27,375.65,162.108,-1.9709,-0.8955,-2.1782,-0.6882000000000001,-2.0953,-0.7711000000000001,-1.9805,-0.8859000000000001,"Skeleton = 3, R = CH2CON(CH3)COCH3",C[1]H=CHCH=CHC(=CH@1)C(OCH2C(N(C(CH3)=O)CH3)=O)=O
35,-2.7588,2.46,342.65,174.004,-2.6737,-0.08509999999999973,-2.5536,-0.20520000000000005,-2.8786,0.11980000000000013,-2.7695,0.010699999999999932,"Skeleton = 2, R1 = C4H9",C[1]H=CHCH=CHC(=CH@1)C(OCH2C(NHCH2CH2CH2CH3)=O)=O
36,-2.8664,2.1,385.65,174.004,-2.5557,-0.3107000000000002,-2.6117,-0.25470000000000015,-2.7628,-0.10360000000000014,-2.7751,-0.09129999999999994,"Skeleton = 2, R1 = t-C4H9",C[1]H=CHCH=CHC(=CH@1)C(OCH2C(NHC(CH3)(CH3)CH3)=O)=O
37,-1.4983,0.17,424.65,159.35,-1.826,0.3277000000000001,-1.6211,0.12280000000000002,-2.0206,0.5223,-1.8494,0.35109999999999997,"Skeleton = 2, R1 = CH2CONH2",C[1]H=CHCH=CHC(=CH@1)C(OCH2C(NHCH2C(NH2)=O)=O)=O
38,-4.4685,1.34,431.25,205.65,-3.1056,-1.3628999999999998,-3.2804,-1.1880999999999995,-2.6353,-1.8331999999999997,-2.5759,-1.8925999999999998,"Skeleton = 1, R = H ",O=C[2]N(C(=O)NHC@2(C[9]=CHCH=CHCH=CH@9)C[20]=CHCH=CHCH=CH@20)CH2OH
39,-4.9066,2.24,443.75,231.206,-3.9492,-0.9574000000000003,-4.1008,-0.8058000000000005,-3.7135,-1.1931000000000003,-3.6725,-1.2341000000000002,"Skeleton = 1, R = CH3CO",O=C[2]N(C(=O)NHC@2(C[9]=CHCH=CHCH=CH@9)C[20]=CHCH=CHCH=CH@20)CH2OC(=O)CH3
40,-5.0706,2.77,404.25,243.69,-4.234,-0.8365999999999998,-4.3322,-0.7383999999999995,-3.9624,-1.1081999999999996,-3.8948,-1.1757999999999997,"Skeleton = 1, R = C2H5CO",O=C[2]N(C(=O)NHC@2(C[9]=CHCH=CHCH=CH@9)C[20]=CHCH=CHCH=CH@20)CH2OC(=O)CH2CH3
41,-4.6778,3.3,364.15,256.174,-4.5279,-0.1499000000000006,-4.5809,-0.09690000000000065,-4.3101,-0.36770000000000014,-4.2105,-0.4673000000000007,"Skeleton = 1, R = C3H7CO",O=C[2]N(C(=O)NHC@2(C[9]=CHCH=CHCH=CH@9)C[20]=CHCH=CHCH=CH@20)CH2OC(=O)CH2CH2CH3
42,-5.8861,3.83,378.75,268.658,-4.8302,-1.0559000000000003,-4.8463,-1.0397999999999996,-4.4769,-1.4092000000000002,-4.1915,-1.6946000000000003,"Skeleton = 1, R = C4H9CO",O=C[2]N(C(=O)NHC@2(C[9]=CHCH=CHCH=CH@9)C[20]=CHCH=CHCH=CH@20)CH2OC(=O)CH2CH2CH2CH3
43,-0.3098,0.2,-,82.294,-0.3982,0.08839999999999998,-0.4969,0.1871,-0.5473,0.2375,-0.616,0.30619999999999997,L-valine,C(C[s=N]H(NH2)CH(CH3)CH3)(=O)OH
44,-1.7612,1.97,-,235.954,-3.2674,1.5061999999999998,-3.1836,1.4224,-3.4706,1.7094,-3.561,1.7997999999999998,L-tryptophyl-L-leucine,C(C[s=N]H(NHC(C[s=N]H(NH2)CH2C[15]=CHNHC[20]=CHCH=CHCH=C@15@20)=O)CH2CH(CH3)CH3)(=O)OH
45,-0.7326,-0.4,-,163.069,-1.2682,0.5356,-1.3832,0.6506,-1.3354,0.6027999999999999,-1.4957,0.7631,glycyl-L-tyrosine,C(C[s=N]H(NHC(CH2NH2)=O)CH2C[17]=CHCH=C(OH)CH=CH@17)(=O)OH
46,-1.0983,-0.45,-,163.069,-1.2512,0.15290000000000004,-1.3832,0.28489999999999993,-1.3178,0.21950000000000003,-1.4316,0.33329999999999993,L-tyrosylglycine,C(CH2NHC(C[s=N]H(NH2)CH2C[16]=CHCH=C(OH)CH=CH@16)=O)(=O)OH
47,-2.0709,1.31,-,213.005,-2.4179,0.347,-2.5295,0.4586000000000001,-2.5997,0.5287999999999999,-2.7039,0.633,L-tyrosyl-L-leucine,C(C[s=N]H(NHC(C[s=N]H(NH2)CH2C[15]=CHCH=C(OH)CH=CH@15)=O)CH2CH(CH3)CH3)(=O)OH
48,-1.4703,-0.64,-,198.351,-1.3749,-0.09539999999999993,-1.2402,-0.23009999999999997,-1.4833,0.013000000000000123,-1.4158,-0.05449999999999999,L-tyrosylglycylglycine,C(CH2NHC(CH2NHC(C[s=N]H(NH2)CH2C[22]=CHCH=C(OH)CH=CH@22)=O)=O)(=O)OH
49,-1.5768,1.36,-,213.005,-2.435,0.8582000000000001,-2.5295,0.9527000000000001,-2.608,1.0312000000000001,-2.7267,1.1499000000000001,L-leucyl-L-tyrosine,C(C[s=N]H(NHC(C[s=N]H(NH2)CH2CH(CH3)CH3)=O)CH2C[29]=CHCH=C(OH)CH=CH@29)(=O)OH
50,-0.4056,0.6,-,155.028,-1.2997,0.8941000000000001,-1.4075,1.0019,-1.4018,0.9962,-1.564,1.1584,L-valyl-L-valine,C(C[s=N]H(NHC(C[s=N]H(NH2)CH(CH3)CH3)=O)CH(CH3)CH3)(=O)OH
51,-0.1748,1.13,-,167.512,-1.6609,1.4861,-1.7422,1.5674,-1.8454,1.6705999999999999,-2.0101,1.8353,L-leucyl-L-valine,C(C[s=N]H(NHC(C[s=N]H(NH2)CH2CH(CH3)CH3)=O)CH(CH3)CH3)(=O)OH
52,-0.4333,-0.0934,-,130.06,-0.8,0.3667,-0.8577,0.4244,-0.7278,0.2945,-0.8097,0.37639999999999996,glycyl-L-leucine,C(C[s=N]H(NHC(CH2NH2)=O)CH2CH(CH3)CH3)(=O)OH
53,-0.1132,-0.28,-,165.342,-0.9496,0.8364,-0.7529,0.6397,-1.1208,1.0076,-1.0808,0.9676,glycylglycyl-L-leucine,C(C[s=N]H(NHC(CH2NHC(CH2NH2)=O)=O)CH2CH(CH3)CH3)(=O)OH
54,0.3076,-0.28,-,165.342,-0.9496,1.2572,-0.7529,1.0605,-1.2585,1.5661,-1.2739,1.5815000000000001,L-leucylglycyl-glycine,C(CH2NHC(CH2NHC(C[s=N]H(NH2)CH2CH(CH3)CH3)=O)=O)(=O)OH
55,-1.8856,0.26,-,186.018,-2.1549,0.2693000000000001,-2.0808,0.19520000000000004,-2.8711,0.9855000000000003,-2.7929,0.9073,glycyl-L-tryptophan,C(C[s=N]H(NHC(CH2NH2)=O)CH2C[17]=CHNHC[22]=CHCH=CHCH=C@17@22)(=O)OH
56,-0.8466,0.21,-,186.018,-2.1378,1.2912,-2.0808,1.2342,-2.4353,1.5886999999999998,-2.5738,1.7271999999999998,L-tryptophylglycine,C(CH2NHC(C[s=N]H(NH2)CH2C[16]=CHNHC[21]=CHCH=CHCH=C@16@21)=O)(=O)OH
57,-1.1178,2.02,-,235.954,-3.2845,2.1667,-3.1836,2.0658000000000003,-3.5017,2.3839,-3.5002,2.3824,L-leucyl-L-tryptophan,C(C[s=N]H(NHC(C[s=N]H(NH2)CH2CH(CH3)CH3)=O)CH2C[29]=CHNHC[34]=CHCH=CHCH=C@29@34)(=O)OH
58,-1.2219,0.1,-,205.715,-1.341,0.11909999999999998,-1.2895,0.0676000000000001,-1.3621,0.1402000000000001,-1.4726,0.2506999999999999,dorzolamide,S[1](=O)(=O)C[s=I]H(CH2C[s=I]H(NHCH2CH3)C[20]=C@1SC(S(=O)(=O)NH2)=CH@20)CH3
59,-1.2219,-0.67,-,74.705,0.2103,-1.4322,0.2474,-1.4693,0.1096,-1.3315,0.1376,-1.3595,ASP,NH2CH(C(OH)=O)CH2C(OH)=O
60,-1.2924,-1.51,-,80.124,0.1851,-1.4775,0.2476,-1.54,0.0158,-1.3082,0.0359,-1.3283,ASN,NH2CH(C(OH)=O)CH2C(NH2)=O
61,-2.4949,-0.26,-,127.167,-1.7963,-0.6985999999999999,-1.5796,-0.9153,-1.7831,-0.7118,-1.5831,-0.9117999999999999,acetazolamide,S(=O)(=O)(NH2)C[7]SC(NHC(=O)CH3)=NN=@7
62,-1.9208,0.13,-,139.651,-1.8509,-0.06990000000000007,-1.793,-0.12780000000000014,-1.5409,-0.3799000000000001,-1.2402,-0.6806000000000001,methazolamide,S(=O)(=O)(NH2)C[7]SC(N(N=@7)CH3)=[S=I]NC(=O)CH3
63,-4.3979,2.05,-,168.823,-3.3621,-1.0358,-3.2369,-1.161,-3.2822,-1.1157,-3.2141,-1.1837999999999997,ethoxzolamide,S(=O)(=O)(NH2)C[7]SC[9]=C(N=@7)CH=CHC(OCH2CH3)=CH@9
64,-2.9208,0.2,-,192.105,-2.751,-0.16979999999999995,-2.7732,-0.14759999999999973,-2.9813,0.06050000000000022,-2.7793,-0.14149999999999974,benzolamide,S(=O)(=O)(NHC[6]SC(S(=O)(=O)NH2)=NN=@6)C[17]=CHCH=CHCH=CH@17
65,-1.2676,0.94,-,110.996,-1.2731,0.005499999999999838,-1.2929,0.025299999999999878,-1.1065,-0.16110000000000002,-1.0816,-0.18600000000000017,alpha-benzenyl-glycine,C(C[s=N]H(NH2)C[7]CH=CHCH=CHCH=@7)(=O)OH
66,-1.1367,-1.58,-,61.633,0.78,-1.9167,0.6384,-1.7751000000000001,0.7327,-1.8694000000000002,0.6335,-1.7702,serine,C(C[s=N]H(NH2)CH2OH)(=O)OH
67,-1.3188,0.39,-,127.787,-1.1144,-0.20439999999999992,-1.2106,-0.10820000000000007,-1.2551,-0.06369999999999987,-1.3147,-0.0040999999999999925,beta-benzenyl-serine,C(C[s=N]H(NH2)CH(OH)C[11]CH=CHCH=CHCH=@11)(=O)OH
68,-1.1871,0.24,-,79.692,-1.1994,0.012299999999999978,-0.8921,-0.29500000000000004,-1.2843,0.09719999999999995,-0.9802,-0.20690000000000008,cys,NH2CH(C(OH)=O)CH2SH
69,-1.4949,1.88,-,105.577,-1.7829,0.28800000000000003,-1.6045,0.10960000000000014,-1.527,0.03210000000000002,-1.335,-0.15989999999999993,methylparaben,OHC(C[4]=C(CH=C(OH)CH=CH@4)CH3)=O
70,-1.9586,2.41,-,118.061,-2.1876,0.22900000000000031,-1.9873,0.02870000000000017,-1.9397,-0.018899999999999917,-1.7595,-0.19909999999999983,ethylparaben,OHC(C[4]=C(CH=C(OH)CH=CH@4)CH2CH3)=O
71,-2.3979,2.94,-,130.545,-2.5991,0.20120000000000005,-2.3852,-0.012699999999999712,-2.369,-0.028899999999999704,-2.177,-0.22089999999999987,propylparaben,OHC(C[4]=C(CH=C(OH)CH=CH@4)CH2CH2CH3)=O
72,-2.8239,3.47,-,143.029,-3.0167,0.19280000000000008,-2.7972,-0.026699999999999946,-2.9079,0.08400000000000007,-2.6674,-0.15649999999999986,butylparaben,OHC(C[4]=C(CH=C(OH)CH=CH@4)CH2CH2CH2CH3)=O
73,-2.5918,2.61,-,295.557,-3.2537,0.6618999999999997,-3.619,1.0272000000000001,-3.4242,0.8323999999999998,-3.643,1.0511999999999997,ursocholic acid,OHC[3:s=I]HC[5:s=N](C[s=I]H(C[8:s=N]HC[s=N]H(C[12:s=I](CH(CH2C[s=I]H@8OH)CH2C[s=I]H(OH)CH2CH2@12)CH3)CH2@3)CH2CH2CH@5C[s=N]H(CH2CH2C(OH)=O)CH3)CH3
74,-4.3468,3.82,-,295.557,-3.8541,-0.49270000000000014,-3.9252,-0.4216000000000002,-4.0017,-0.3451000000000004,-3.9324,-0.4144000000000001,hyocholic acid,OHC[3:s=I]HC[5:s=N]HC[7:s=N]HC[s=N](CH(CH2CH2@7)C[s=N]H(CH2CH2C(OH)=O)CH3)(CH2CH2CH@5C[42:s=I](CH(CH@3OH)CH2C[s=I]H(OH)CH2CH2@42)CH3)CH3
75,-4.8239,5,-,291.25,-4.5935,-0.23040000000000038,-4.6004,-0.22350000000000048,-4.7415,-0.0823999999999998,-4.5856,-0.23829999999999973,hyodeoxycholic acid,OHC[3]HC[5]HC(C[8]HCH(C[12]HC(CH(CH2CH2@12)CH(CH2CH2C(OH)=O)CH3)(CH2CH2@8)CH3)CH2@3)(CH2CH2CH(OH)CH2@5)CH3
76,-4.5686,4.66,-,291.25,-4.3895,-0.17910000000000004,-4.4576,-0.11099999999999977,-4.5641,-0.0045000000000001705,-4.4838,-0.08480000000000043,chenodeoxycholic acid,OHC[3:s=N]HC[5:s=N]HC[7:s=N]HC[s=N](CH(CH2CH2@7)C[s=N]H(CH2CH2C(OH)=O)CH3)(CH2CH2CH@5C[42:s=I](CH(CH2@3)CH2C[s=I]H(OH)CH2CH2@42)CH3)CH3
77,-4.5528,4.66,-,291.25,-4.3162,-0.23660000000000014,-4.3387,-0.21410000000000018,-4.4716,-0.08120000000000083,-4.3915,-0.16130000000000067,deoxycholic acid,OHC[3:s=I]HC[5:s=N](CH(C[8:s=N]HC[s=N]H(C[12:s=I](CH(CH2CH2@8)CH2C[s=I]H(OH)CH2CH2@12)CH3)CH2@3)CH2CH2CH@5C[s=N]H(CH2CH2C(OH)=O)CH3)CH3
78,0.58,-0.0299,413,127.199,0.0575,0.5225,-0.1386,0.7185999999999999,0.1814,0.39859999999999995,0.0325,0.5475,phenylephrine,OHC[s=N]H(CH2NHCH3)C[14]=CHC(OH)=CHCH=CH@14
79,0.38,2.29,385,205.754,-1.677,2.057,-1.9404,2.3204,-2.08,2.46,-2.3733,2.7533,oxprenolol,O(CH2CH(OH)CH2NHCH(CH3)CH3)C[24]C(OCH2CH=CH2)=CHCH=CHCH=@24
80,0.14,0.25,446,156.474,-0.5308,0.6708000000000001,-0.825,0.965,-1.1884,1.3283999999999998,-1.5111,1.6511,isoproterenol,OHCH(CH2NHCH(CH3)CH3)C[20]=CHC(OH)=C(OH)CH=CH@20
81,0.04,0.0965,438,199.933,-0.9861,1.0261,-1.3548,1.3948,-1.3188,1.3588,-1.6087,1.6487,atenolol,O(CH2CH(OH)CH2NHCH(CH3)CH3)C[24]=CHCH=C(CH=CH@24)CH2C(=O)NH2
82,-0.48,3.1,435,206.493,-2.3878,1.9078,-2.4875,2.0075,-3.0972,2.6172,-3.2448,2.7648,propranolol,O(CH2CH(OH)CH2NHCH(CH3)CH3)C[24]C[25]C(CH=CHCH=@24)=CHCH=CHCH=@25
83,-1.3,2.31,468,253.603,-2.8196,1.5195999999999998,-2.7548,1.4547999999999999,-4.0071,2.7071000000000005,-3.7498,2.4497999999999998,labetalol,OHCH(CH2NHCH(CH2CH2C[18]=CHCH=CHCH=CH@18)CH3)C[33]=CHC(=C(OH)CH=CH@33)C(=O)NH2
84,-1.1778,2.43,-,269.231,-2.2926,1.1148000000000002,-2.2809,1.1031,-2.7297,1.5518999999999998,-2.8542,1.6764000000000001,enalapril,O=C(N[3]C[s=N]H(CH2CH2CH2@3)C(OH)=O)C[s=N]H(NHC[s=I]H(CH2CH2C[31]=CHCH=CHCH=CH@31)C(OCH2CH3)=O)CH3
85,-1.237,2.96,-,268.643,-1.7552,0.5182,-1.7995,0.5625,-2.7721,1.5351,-2.9841,1.7471,enamipril,C[1]H=CHCH=C(CH=CH@1)CH2CH2C[s=N]H(NHC[s=I]H(CH2N[27]CH2CH2CH2CH@27C(=O)OH)CH3)C(OCH2CH3)=O
86,-4.4733,1.26,447.15,199.544,-3.1494,-1.3239,-3.2478,-1.2255000000000003,-3.5116,-0.9617,-3.4061,-1.0672000000000001,"Skeleton = 4, X = S, R1 = OCH3",C[1]H=C(CH=CHC(=CH@1)C(=O)C[13]=CHCH=C(S@13)S(=O)(=O)NH2)OCH3
87,-1.3785,2.07,465.65,271.69,-2.9533,1.5748,-2.9492,1.5706999999999998,-3.3613,1.9828,-3.2627,1.8842,"Skeleton = 4, X = S, R1 = OH, R2 = CH2N(CH3)-i-Bu",C[1]H=C(C(=CHC(=CH@1)C(=O)C[12]=CHCH=C(S@12)S(=O)(=O)NH2)CH2N(CH3)CH2CH(CH3)CH3)OH
88,-1.4906,0.66,502.15,234.238,-2.165,0.6744000000000001,-2.2318,0.7411999999999999,-2.0351,0.5445,-1.9892,0.49860000000000015,"Skeleton = 4, X = S, R1 = OH, R2 = CH2N(CH3)2",C[1]H=C(C(=CHC(=CH@1)C(=O)C[12]=CHCH=C(S@12)S(=O)(=O)NH2)CH2N(CH3)CH3)OH
