No,Expt.,ClogP,Tm,Polarizability,Predicted,Residual,Predicted,Residual,Predicted,Residual,Predicted,Residual,Name,SLN
22,-1,1.65,298,84.503,-1.4637,0.4637,-1.3148,0.31479999999999997,-1.4506,0.4505999999999999,-1.3422,0.34220000000000006,Benzonitrile  ,C(C[2]CH=CHCH=CHCH=@2)#N
23,-3.12,3.18,322,150.633,-3.0531,-0.06689999999999996,-2.9673,-0.15270000000000028,-3.0772,-0.04280000000000017,-2.9981,-0.12190000000000012,Benzophenone  ,C(C[2]CH=CHCH=CHCH=@2)(=O)C[14]CH=CHCH=CHCH=@14
24,-5.64,5,298,234.739,-4.7981,-0.8418999999999999,-4.6728,-0.9672000000000001,-4.7799,-0.8601000000000001,-4.7055,-0.9344999999999999,Benzyl butyl phthalate  ,C(C[2]C(C(=O)OCH2C[10]CH=CHCH=CHCH=@10)=CHCH=CHCH=@2)(=O)OCH2CH2CH2CH3
25,-3.77,4.42,503,342.08,-5.0297,1.2597,-4.8534,1.0833999999999997,-5.3854,1.6153999999999997,-5.1172,1.3472000000000004,Betamethasone  ,CH3C[5:s=N]C[s=I](C(CH2OC(CH2CH3)=O)=O)(OC(CH2CH3)=O)C[s=N]H(CH3)CH2C[s=I]H@5C[43:s=I]HCH2CH2C[51]=CHC(CH=CHC[s=N]@51(CH3)C@43(F)C[s=N]H(OH)CH2@5)=O
26,-4.62,4.7,325,162.529,-4.8361,0.21609999999999996,-4.9222,0.3022,-4.945,0.3250000000000002,-5.0482,0.42819999999999947,Bibenzyl  ,CH2(C[4]CH=CHCH=CHCH=@4)CH2C[18]CH=CHCH=CHCH=@18
27,-4.31,3.98,344,137.561,-3.9479,-0.3620999999999994,-3.8876,-0.42239999999999966,-4.1832,-0.12679999999999936,-4.105,-0.20499999999999918,Biphenyl  ,C[1](CH=CHCH=CHCH=@1)C[12]CH=CHCH=CHCH=@12
28,-2.43,2.56,298,75.921,-1.7356,-0.6944000000000001,-1.627,-0.8030000000000002,-1.7701,-0.6599000000000002,-1.6456,-0.7844000000000002,1-Bromo-2-methylpropane  ,CH2(CH(CH3)CH3)Br
29,-1.85,2.18,298,76.603,-1.6821,-0.16790000000000016,-1.6226,-0.22740000000000005,-1.916,0.06599999999999984,-1.9141,0.06409999999999982,1-Bromo-3-chloropropane  ,CH2(CH2CH2Cl)Br
30,-2.89,3.09,298,88.405,-2.1925,-0.6975000000000002,-2.0656,-0.8244000000000002,-2.3346,-0.5554000000000001,-2.2331,-0.6569000000000003,1-Bromo-3-methylbutane  ,CH2(CH2CH(CH3)CH3)Br
31,-2.18,2.48,397,109.518,-2.5974,0.41739999999999977,-2.4525,0.27249999999999996,-2.5803,0.40029999999999966,-2.4362,0.25619999999999976,3-Bromo-4-hydroxybenzaldehyde  ,CH(C[3]CH=C(C(=CHCH=@3)OH)Br)=O
32,-2.55,2.99,242,92.139,-2.3375,-0.2124999999999999,-2.2471,-0.3028999999999997,-2.3605,-0.18949999999999978,-2.3085,-0.24149999999999983,Bromobenzene  ,C[1](CH=CHCH=CHCH=@1)Br
33,-2.37,2.74,298,75.921,-1.8433,-0.5267000000000002,-1.6836,-0.6864000000000001,-1.9282,-0.4418000000000002,-1.8161,-0.5539000000000001,1-Bromobutane  ,CH2(CH2CH2CH3)Br
34,-3.19,3.5,261,105.305,-3.2552,0.06519999999999992,-3.2105,0.020500000000000185,-3.2683,0.07830000000000004,-3.2405,0.05049999999999999,2-Bromochlorobenzene  ,C[1](C(=CHCH=CHCH=@1)Br)Cl
35,-3.21,3.54,252,105.305,-3.2364,0.0264000000000002,-3.1714,-0.038599999999999746,-3.3259,0.11589999999999989,-3.3176,0.10760000000000014,3-Bromochlorobenzene  ,C[1](CH=C(CH=CHCH=@1)Br)Cl
36,-0.89,1.41,298,51.635,-1.3265,0.4365,-1.3094,0.4193999999999999,-1.4796,0.5896,-1.4806,0.5905999999999999,Bromochloromethane  ,CH2(Cl)Br
37,-1.54,2.02,298,64.801,-2.2112,0.6711999999999998,-2.3145,0.7744999999999997,-2.3528,0.8127999999999997,-2.4729,0.9329000000000001,Bromodichloromethane  ,CH(Cl)(Cl)Br
38,-1.09,1.68,298,50.953,-0.9142,-0.17580000000000007,-0.814,-0.27600000000000013,-0.9238,-0.16620000000000013,-0.8639,-0.22610000000000008,Bromoethane  ,CH3CH2Br
39,-1.73,2.21,298,63.437,-1.3866,-0.3433999999999999,-1.2531,-0.4768999999999999,-1.4421,-0.28790000000000004,-1.3545,-0.37549999999999994,1-Bromopropane  ,CH2(CH2CH3)Br
40,-1.59,2.03,298,63.437,-1.2269,-0.3631,-1.1818,-0.4082000000000001,-1.1936,-0.3964000000000001,-1.1572,-0.4328000000000001,2-Bromopropane  ,CH3CH(CH3)Br
41,-3.52,3.45,233,104.623,-2.9317,-0.5882999999999998,-2.8554,-0.6646000000000001,-2.883,-0.637,-2.8516,-0.6684000000000001,m-Bromotoluene  ,C[1](CH=C(CH=CHCH=@1)Br)CH3
42,-2.95,2.88,298,55.189,-3.0064,0.056400000000000006,-2.9154,-0.034600000000000186,-3.0518,0.10179999999999989,-2.9768,0.026799999999999713,Butane  ,CH3CH2CH2CH3
43,0,0.88,298,59.496,-0.3004,0.3004,-0.2635,0.2635,-0.1588,0.1588,-0.0861,0.0861,1-Butanol  ,CH2(CH2CH2CH3)OH
44,0.43,0.69,298,59.496,-0.1199,0.5499,-0.1656,0.5956,0.0244,0.4056,-0.0083,0.43829999999999997,2-Butanol  ,CH3CH(CH2CH3)OH
45,-0.42,0.8,298,88.771,-0.4209,0.0009000000000000119,-0.5047,0.08470000000000005,-0.3195,-0.10049999999999998,-0.3493,-0.07069999999999999,2-Butoxyethanol  ,CH2(CH2OCH2CH2CH2CH3)OH
46,-1.24,1.77,298,85.052,-1.2325,-0.007500000000000062,-1.2168,-0.023199999999999887,-1.2524,0.012399999999999967,-1.2527,0.012699999999999934,Butyl acetate  ,C(CH3)(=O)OCH2CH2CH2CH3
47,-4.06,4.27,298,121.343,-4.0007,-0.059299999999999464,-4.0577,-0.0022999999999999687,-3.9903,-0.06969999999999965,-4.0727,0.0127000000000006,Butyl benzene  ,C[1](CH=CHCH=CHCH=@1)CH2CH2CH2CH3
48,-3.66,3.91,298,121.343,-3.8779,0.21789999999999976,-4.0577,0.3976999999999995,-3.894,0.23399999999999999,-3.9795,0.3194999999999997,t-Butyl benzene  ,C[1](CH=CHCH=CHCH=@1)C(CH3)(CH3)CH3
49,-3.89,4.09,298,121.343,-3.9393,0.04929999999999968,-4.0577,0.16769999999999952,-3.9034,0.013399999999999856,-3.9707,0.08069999999999977,2-Butyl benzene  ,C[1](CH=CHCH=CHCH=@1)CH(CH3)CH2CH3
50,-0.01,0.91,298,55.777,-0.476,0.46599999999999997,-0.5039,0.4939,-0.4664,0.4564,-0.496,0.486,Butyraldehyde  ,CH(CH2CH2CH3)=O
51,-1.88,2.13,453,117.117,-2.3035,0.4235000000000002,-2.2783,0.3983000000000003,-2.0048,0.12480000000000002,-1.9803,0.10030000000000006,Camphor  ,CH3C[5]C(=O)CH2CH(CH2CH2@5)C@5(CH3)CH3
52,-1.3,1.97,298,80.745,-1.4151,0.11509999999999998,-1.4221,0.12209999999999988,-1.4511,0.1511,-1.4559,0.15589999999999993,Caproaldehyde  ,CH(CH2CH2CH2CH2CH3)=O
53,-2.36,3.03,298,105.713,-2.3533,-0.006699999999999928,-2.3708,0.010800000000000143,-2.4326,0.0726,-2.4454,0.08539999999999992,Caprylaldehyde  ,CH(CH2CH2CH2CH2CH2CH2CH3)=O
54,-2.29,2.86,298,70.401,-2.9354,0.6454,-2.954,0.6640000000000001,-2.8152,0.5251999999999999,-2.7458,0.4558,Carbon tetrachloride  ,C(Cl)(Cl)(Cl)Cl
55,-1.32,1.61,298,64.119,-1.3742,0.054200000000000026,-1.3963,0.07630000000000003,-1.5839,0.2639,-1.6606,0.3406,1-Chloro-2-Bromoethane  ,CH2(CH2Br)Cl
56,-2.51,2.73,298,80.839,-1.6306,-0.8793999999999997,-1.5328,-0.9771999999999998,-1.6385,-0.8714999999999997,-1.5028,-1.0071999999999999,2-Chloro-2-methylbutane  ,CH3C(CH2CH3)(CH3)Cl
57,-2,2.38,298,68.355,-1.4015,-0.5985,-1.2201,-0.7799,-1.4916,-0.5084,-1.3412,-0.6588,1-Chloro-2-methylpropane  ,CH2(CH(CH3)CH3)Cl
58,-2.92,2.6,356,100.284,-2.718,-0.20199999999999996,-2.684,-0.23599999999999977,-2.8493,-0.07069999999999999,-2.8869,-0.03310000000000013,1-Chloro-4-nitrobenzene  ,C[1](CH=CHC(=CHCH=@1)N[+1](=O)O[-1])Cl
59,-2.46,2.68,298,101.364,-2.303,-0.15700000000000003,-2.2337,-0.22630000000000017,-2.3393,-0.12069999999999981,-2.27,-0.18999999999999995,2-Chloroanisole  ,CH3OC[6]C(=CHCH=CHCH=@6)Cl
60,-2.78,2.96,298,101.364,-2.3662,-0.4137999999999997,-2.1952,-0.5848,-2.5125,-0.2674999999999996,-2.3712,-0.40879999999999983,3-Chloroanisole  ,CH3OC[6]CH=C(CH=CHCH=@6)Cl
61,-2.78,2.82,298,101.364,-2.286,-0.4939999999999998,-2.1568,-0.6231999999999998,-2.4308,-0.34919999999999973,-2.3347,-0.4452999999999996,4-Chloroanisole  ,CH3OC[6]CH=CHC(=CHCH=@6)Cl
62,-2.41,2.81,228,84.573,-2.0229,-0.3871000000000002,-1.864,-0.546,-2.1247,-0.28530000000000033,-2.0283,-0.38169999999999993,Chlorobenzene  ,C[1](CH=CHCH=CHCH=@1)Cl
63,-4.54,4.45,307,150.727,-4.0079,-0.5320999999999998,-3.8799,-0.6600999999999999,-3.907,-0.633,-3.7978,-0.7422,o-Chlorobiphenyl  ,C[1](C(=CHCH=CHCH=@1)Cl)C[12]CH=CHCH=CHCH=@12
64,-4.88,4.54,290,150.727,-4.1028,-0.7771999999999997,-3.9534,-0.9266000000000001,-4.2059,-0.6741000000000001,-4.1219,-0.7580999999999998,m-Chlorobiphenyl  ,C[1](CH=C(CH=CHCH=@1)Cl)C[12]CH=CHCH=CHCH=@12
65,-5.2,4.55,348,150.727,-4.1704,-1.0296000000000003,-4.0268,-1.1732000000000005,-4.262,-0.9380000000000006,-4.1718,-1.0282,p-Chlorobiphenyl  ,C[1](CH=CHC(=CHCH=@1)Cl)C[12]CH=CHCH=CHCH=@12
66,-2.03,2.56,298,68.355,-1.5091,-0.5208999999999997,-1.2767,-0.7532999999999999,-1.638,-0.3919999999999999,-1.4641,-0.5658999999999998,1-Chlorobutane  ,CH2(CH2CH2CH3)Cl
67,-1.96,2.38,298,68.355,-1.332,-0.6279999999999999,-1.1788,-0.7811999999999999,-1.3478,-0.6121999999999999,-1.2146,-0.7454000000000001,2-Chlorobutane  ,CH3CH(CH2CH3)Cl
68,-5.87,5.1,362,152.559,-4.8844,-0.9855999999999998,-4.5068,-1.3632,-5.0958,-0.7742000000000004,-4.917,-0.9530000000000003,2-Chlorodibenzo-p-dioxin  ,C[1]C(OC[4]C(O@1)=CHCH=CHCH=@4)=CHC(=CHCH=@1)Cl
69,-1.9,2.2,298,72.367,-2.4757,0.5756999999999999,-2.6367,0.7366999999999999,-2.5624,0.6623999999999999,-2.7193,0.8193000000000001,Chlorodibromomethane  ,CH(Br)(Br)Cl
70,-4.78,4.59,318,155.034,-4.0612,-0.7187999999999999,-3.9451,-0.8349000000000002,-4.0404,-0.7396000000000003,-3.9537,-0.8263000000000003,2-Chlorodiphenyl ether  ,O(C[2]C(=CHCH=CHCH=@2)Cl)C[13]CH=CHCH=CHCH=@13
71,-3.12,3.63,298,93.323,-2.439,-0.681,-2.1796,-0.9403999999999999,-2.622,-0.4980000000000002,-2.4148,-0.7052,1-Chlorohexane  ,CH2(CH2CH2CH2CH2CH3)Cl
72,-2.73,3.09,298,80.839,-1.9734,-0.7565999999999999,-1.7253,-1.0047,-2.1143,-0.6156999999999999,-1.9311,-0.7988999999999999,1-Chloropentane  ,CH2(CH2CH2CH2CH3)Cl
73,-2.63,2.91,298,80.839,-1.7821,-0.8478999999999999,-1.6041,-1.0258999999999998,-1.82,-0.8099999999999998,-1.6618,-0.9682,2-Chloropentane  ,CH3CH(CH2CH2CH3)Cl
74,-2.63,2.91,298,80.839,-1.7422,-0.8877999999999999,-1.5541,-1.0758999999999999,-1.7628,-0.8672,-1.579,-1.051,3-Chloropentane  ,CH3CH2CH(CH2CH3)Cl
75,-1.47,2.03,298,55.871,-1.0388,-0.4312,-0.8296,-0.6404,-1.1269,-0.34309999999999996,-0.9818,-0.48819999999999997,1-Chloropropane  ,CH2(CH2CH3)Cl
76,-1.41,1.85,298,55.871,-0.8791,-0.5308999999999999,-0.7583,-0.6517,-0.8827,-0.5272999999999999,-0.8057,-0.6043,2-Chloropropane  ,CH3CH(CH3)Cl
77,-1.36,1.65,298,55.215,-0.7862,-0.5738000000000001,-0.6622,-0.6978000000000001,-0.94,-0.42000000000000015,-0.8556,-0.5044000000000001,3-Chloropropylene  ,CH2=CHCH2Cl
78,-3.52,3.27,225,97.057,-2.6308,-0.8892000000000002,-2.489,-1.0310000000000001,-2.6639,-0.8561000000000001,-2.5964,-0.9236,m-Chlorotoluene  ,C[1](CH=C(CH=CHCH=@1)Cl)CH3
79,-3.52,3.27,238,97.057,-2.599,-0.9209999999999998,-2.4474,-1.0726,-2.6141,-0.9058999999999999,-2.515,-1.005,o-Chlorotoluene  ,C[1](C(=CHCH=CHCH=@1)Cl)CH3
80,-3.08,3.27,281,97.057,-2.6627,-0.4173,-2.5306,-0.5493999999999999,-2.6823,-0.39769999999999994,-2.6175,-0.4624999999999999,p-Chlorotoluene  ,C[1](CH=CHC(=CHCH=@1)Cl)CH3
81,-7,9.85,421,318.844,-8.3073,1.3072999999999997,-8.3762,1.3762000000000008,-8.2271,1.2271,-8.2641,1.2640999999999991,Cholesterol  ,C[1]H(CH2CH2C[9:s=N](C(CH2@1)=CHCH2C[19:s=N]HC[21:s=I]HCH2CH2C[s=I]H(C[s=N]H(CH2CH2CH2CH(CH3)CH3)CH3)C[s=I]@21(CH3)CH2CH2C[s=I]H@19@9)CH3)OH
82,-8.06,5.91,528,196.933,-6.7392,-1.3208000000000002,-6.6924,-1.3676000000000004,-6.8425,-1.2175000000000002,-6.7335,-1.3265000000000002,Chrysene  ,C[1]HCH=CHCH=C[9]C[10]=CHCH=C[15]CH=CHCH=CHC@15=C@10CH=CHC=@1@9
83,-3.24,1.76,454,249.423,-3.2805,0.04049999999999976,-3.4495,0.2094999999999998,-3.3253,0.08529999999999971,-3.5085,0.26849999999999996,Corticosterone  ,C[1](=O)CH2CH2C[9:s=N](C(=CH@1)CH2CH2C[19:s=N]HC[21:s=I]HCH2CH2C[s=I]H(C(=O)CH2OH)C[s=I]@21(CH3)CH2C[s=I]H(OH)C[s=I]H@19@9)CH3
84,-3.11,1.44,495,250.011,-3.1855,0.07550000000000034,-3.1575,0.04750000000000032,-3.0232,-0.08679999999999977,-3.0472,-0.06279999999999974,Cortisone  ,C[1]H2CH2C(=O)CH=C[11]CH2CH2C[18:s=N]HC[20:s=I]HCH2CH2C[s=N](C(=O)CH2OH)(OH)C[s=I]@20(CH3)CH2C(=O)C[s=I]H@18C[s=N]@1@11CH3
85,-1.73,1.39,343,106.316,-2.2295,0.49949999999999983,-2.469,0.7389999999999999,-2.4814,0.7513999999999998,-2.5717,0.8416999999999999,Coumarin  ,O[1]C(=O)CH=CHC[8]CH=CHCH=CHC@1=@8
86,-1.97,2.3,224,72.063,-2.2727,0.30269999999999997,-2.2342,0.2642,-2.23,0.26,-2.2299,0.25990000000000024,"1,4-Cyclohexadiene  ",C[1]H=CHCH2CH=CHCH2@1
87,-3.1,3.39,298,73.375,-3.734,0.6339999999999999,-3.6756,0.5756000000000001,-3.7385,0.6385000000000001,-3.7669,0.6669,Cyclohexane  ,C[1]H2CH2CH2CH2CH2CH2@1
88,-0.44,1.34,298,77.682,-0.9443,0.5043,-0.8608,0.4208,-0.7966,0.3566,-0.7668,0.32680000000000003,Cyclohexanol  ,C[1]H(CH2CH2CH2CH2CH2@1)OH
89,-0.6,0.76,298,73.963,-0.9728,0.3728,-1.0363,0.4363,-0.9259,0.32589999999999997,-1.0246,0.4246,Cyclohexanone  ,C[1](CH2CH2CH2CH2CH2@1)=O
90,-2.59,2.89,298,72.719,-3.0188,0.4288000000000003,-2.9536,0.3635999999999999,-2.9957,0.40569999999999995,-3.0039,0.41389999999999993,Cyclohexene  ,C[1]H=CHCH2CH2CH2CH2@1
91,-2.64,2.82,298,60.891,-3.3256,0.6856,-3.2543,0.6143000000000001,-3.2455,0.6054999999999997,-3.2804,0.6404000000000001,Cyclopentane  ,C[1]H2CH2CH2CH2CH2@1
92,-2.1,2.33,298,60.235,-2.4868,0.38680000000000003,-2.4101,0.3100999999999998,-2.3982,0.2982,-2.4005,0.3005,Cyclopentene  ,C[1]H=CHCH2CH2CH2@1
93,-11.62,8.1,577,269.221,-10.7901,-0.8298999999999985,-11.1886,-0.4314,-10.4711,-1.1488999999999994,-10.6215,-0.9984999999999999,Decachlorobiphenyl  ,C[1](C(=C(C(=C(C=@1Cl)Cl)Cl)Cl)Cl)C[12]C(=C(C(=C(C=@12Cl)Cl)Cl)Cl)Cl
94,-12.95,8.6,494,273.528,-11.0822,-1.867799999999999,-11.3796,-1.5703999999999994,-10.8592,-2.0907999999999998,-10.9679,-1.982099999999999,Decachlorodiphenyl ether  ,O(C[2]C(=C(C(=C(C=@2Cl)Cl)Cl)Cl)Cl)C[13]C(=C(C(=C(C=@13Cl)Cl)Cl)Cl)Cl
95,-6.96,8.71,298,305.909,-6.4466,-0.5133999999999999,-6.0576,-0.9024000000000001,-6.8091,-0.15090000000000003,-6.1445,-0.8155000000000001,Di(2-ethylhexyl) phthalate  ,C(C[2]C(C(=O)OCH2CH(CH2CH2CH2CH3)CH2CH3)=CHCH=CHCH=@2)(=O)OCH2CH(CH2CH2CH2CH3)CH2CH3
96,-4.44,4.12,356,135.086,-3.6955,-0.7445000000000004,-3.3534,-1.0866000000000002,-3.8028,-0.6372000000000004,-3.6507,-0.7893000000000003,Dibenzofuran  ,O[1]C[2]C(C[4]C@1=CHCH=CHCH=@4)=CHCH=CHCH=@2
97,-5.34,4.38,396,139.393,-3.9361,-1.4038999999999997,-3.5867,-1.7532999999999999,-4.084,-1.2560000000000002,-3.905,-1.435,Dibenzo-p-dioxin  ,C[1]C(OC[4]C(O@1)=CHCH=CHCH=@4)=CHCH=CHCH=@1
98,-5.21,4.38,370,153.145,-4.1479,-1.0621,-3.9421,-1.2679,-4.0569,-1.1531000000000002,-3.9989,-1.2111,Dibenzothiophene  ,C[1]C(C[3]C(S@1)=CHCH=CHCH=@3)=CHCH=CHCH=@1
99,-3.5,3.63,277,112.871,-3.4757,-0.02430000000000021,-3.4998,-0.00019999999999997797,-3.3922,-0.10780000000000012,-3.3899,-0.11010000000000009,"1,2-Dibromobenzene  ",C[1](C(=CHCH=CHCH=@1)Br)Br
100,-3.54,3.72,266,112.871,-3.4739,-0.06610000000000005,-3.4607,-0.07929999999999993,-3.4928,-0.04720000000000013,-3.5138,-0.026200000000000223,"1,3-Dibromobenzene  ",C[1](CH=C(CH=CHCH=@1)Br)Br
101,-4.07,3.79,360,112.871,-3.4653,-0.6047000000000002,-3.4216,-0.6484000000000001,-3.4986,-0.5714000000000001,-3.5093,-0.5607000000000002,"1,4-Dibromobenzene  ",C[1](CH=CHC(=CHCH=@1)Br)Br
102,-7.74,5.78,437,179.025,-5.2902,-2.4498000000000006,-5.1098,-2.6302000000000003,-5.4996,-2.2404,-5.3785,-2.3615000000000004,"4,4'-Dibromobiphenyl  ",C[1](CH=CHC(=CHCH=@1)Br)C[12]CH=CHC(=CHCH=@12)Br
103,-1.68,2.08,298,71.685,-1.7576,0.07760000000000011,-1.7427,0.06269999999999998,-1.8275,0.14749999999999996,-1.8306,0.15060000000000007,"1,2-Dibromoethane  ",CH2(CH2Br)Br
104,-1.32,2.07,298,71.029,-1.9264,0.6063999999999998,-1.9699,0.6498999999999999,-2.1338,0.8137999999999999,-2.2534,0.9334,"1,2-Dibromoethylene  ",CH(=[S=N]CHBr)Br
105,-1.17,1.54,298,59.201,-1.6077,0.4377,-1.6724,0.5024000000000002,-1.7299,0.5599000000000001,-1.8089,0.6389,Dibromomethane  ,CH2(Br)Br
106,-2.08,2.56,298,84.169,-2.0211,-0.05889999999999995,-1.9523,-0.12770000000000015,-2.2375,0.15749999999999975,-2.2241,0.1440999999999999,"1,3-Dibromopropane  ",CH2(CH2CH2Br)Br
107,-2.15,2.43,298,84.169,-2.046,-0.10400000000000009,-2.0809,-0.06909999999999972,-2.092,-0.05799999999999983,-2.1199,-0.030100000000000016,"1,2-Dibromopropane  ",CH2(CH(CH3)Br)Br
108,-1.85,3.11,298,109.432,-1.7706,-0.07940000000000014,-1.645,-0.20500000000000007,-1.8314,-0.018600000000000172,-1.7397,-0.11030000000000006,Dibutyl ether  ,O(CH2CH2CH2CH3)CH2CH2CH2CH3
109,-2.59,3.03,298,118.197,-2.287,-0.30299999999999994,-2.2621,-0.32789999999999964,-2.3485,-0.24149999999999983,-2.3615,-0.22849999999999993,Dibutylketone  ,C(=O)(CH2CH2CH2CH3)CH2CH2CH2CH3
110,-2.69,2.46,298,94.005,-1.9739,-0.7161,-2.0959,-0.5941000000000001,-2.0214,-0.6686000000000001,-2.0517,-0.6383000000000001,"2,3-DiChloro-2-methylbutane  ",CH3C(CH(CH3)Cl)(CH3)Cl
111,-0.11,0.66,298,73.344,-0.8476,0.7376,-0.961,0.851,-0.9774,0.8674000000000001,-1.1049,0.9949,"1,3-DiChloro-2-propanol  ",CH2(CH(CH2Cl)OH)Cl
112,-3.31,3.38,305,114.53,-3.3077,-0.0022999999999999687,-3.2265,-0.08349999999999991,-3.3465,0.036499999999999755,-3.2478,-0.062200000000000255,"2,3-Dichloroanisole  ",CH3OC[6]C(=C(CH=CHCH=@6)Cl)Cl
113,-3.1,3.24,304,114.53,-3.2599,0.15989999999999993,-3.2265,0.12650000000000006,-3.3001,0.20009999999999994,-3.2614,0.1614,"2,6-Dichloroanisole  ",CH3OC[6]C(=CHCH=CHC=@6Cl)Cl
114,-3.02,3.28,256,97.739,-2.9606,-0.05940000000000012,-2.8684,-0.15160000000000018,-3.0663,0.04630000000000001,-3.0246,0.0045999999999999375,"1,2-Dichlorobenzene  ",C[1](C(=CHCH=CHCH=@1)Cl)Cl
