MolLogP,MolWt,NumRotatableBonds,num_aromatic_atoms,num_heavy_atoms,Aromatic_Proportion,valence_electrons,num_aromatic_rings,exact_MolWt,heavyatomWt,LASA
2.9934000000000003,147.00399999999996,0.0,6,8,0.75,42,1,145.969005488,142.97199999999998,58.037935573260306
1.464,98.96,1.0,0,4,0.0,26,0,97.969005488,94.928,35.71072559598951
1.8525,112.987,1.0,0,5,0.0,32,0,111.98465555199999,106.93900000000001,42.07566771038611
2.6495999999999995,170.92000000000002,1.0,0,8,0.0,50,0,169.93131824,170.92000000000002,52.37286720769444
1.0594,118.176,5.0,0,8,0.0,50,0,118.099379688,104.06399999999998,50.791052058826345
2.811400000000001,134.22199999999998,2.0,6,10,0.6,54,1,134.109550448,120.10999999999997,62.89117157708339
1.503,168.10799999999995,2.0,6,12,0.5,62,1,168.017106608,164.07599999999996,66.73735456449656
0.4051,58.08,0.0,0,4,0.0,24,0,58.041864812,52.032000000000004,25.576849332600414
3.974100000000001,314.802,0.0,6,9,0.6666666666666666,48,1,311.778486396,311.77799999999996,79.03404593642105
3.6468000000000007,181.449,0.0,6,9,0.6666666666666666,48,1,179.930033136,178.42499999999998,68.34120180014197
2.611860000000001,120.19499999999998,0.0,6,9,0.6666666666666666,48,1,120.093900384,108.09899999999998,56.526229462686786
1.4112,213.105,3.0,6,15,0.4,78,1,213.002184816,210.08099999999996,81.39033028699635
1.0978,110.11199999999998,0.0,6,8,0.75,42,1,110.036779432,104.06399999999998,47.01987062388899
1.3584,54.09199999999999,1.0,0,4,0.0,22,0,54.046950192,48.044,26.454871306650865
3.2116000000000007,235.906,0.0,6,8,0.75,42,1,233.867974328,231.87399999999997,65.16649833077969
2.993400000000001,147.004,0.0,6,8,0.75,42,1,145.969005488,142.97199999999998,58.037935573260306
1.8541,112.987,2.0,0,5,0.0,32,0,111.98465555199999,106.939,42.07566771038611
0.4903,132.232,2.0,0,8,0.0,48,0,132.072119384,120.136,55.65752409983694
1.9648,114.094,0.0,6,8,0.75,42,1,114.028106568,110.06199999999998,45.76247392534943
3.456640000000002,156.22799999999998,0.0,10,12,0.8333333333333334,60,2,156.093900384,144.13199999999998,72.84295188002538
1.503,168.10799999999995,2.0,6,12,0.5,62,1,168.017106608,164.07599999999996,66.73735456449656
1.0978,110.11199999999998,0.0,6,8,0.75,42,1,110.036779432,104.06399999999998,47.01987062388899
1.8926,80.12999999999998,0.0,0,6,0.0,32,0,80.062600256,72.06599999999999,38.17892438191485
3.2116000000000007,235.906,0.0,6,8,0.75,42,1,233.867974328,231.87399999999997,65.16649833077969
2.993400000000001,147.00400000000002,0.0,6,8,0.75,42,1,145.969005488,142.97199999999998,58.037935573260306
2.811400000000001,134.22199999999998,2.0,6,10,0.6,54,1,134.109550448,120.10999999999997,62.89117157708339
1.9648,114.094,0.0,6,8,0.75,42,1,114.028106568,110.06199999999998,45.76247392534943
3.456640000000002,156.228,0.0,10,12,0.8333333333333334,60,2,156.093900384,144.13199999999998,72.84295188002537
1.503,168.10799999999995,2.0,6,12,0.5,62,1,168.017106608,164.07599999999996,66.73735456449656
1.7485,68.119,2.0,0,5,0.0,28,0,68.062600256,60.05499999999999,32.81981342104747
3.456640000000002,156.228,0.0,10,12,0.8333333333333334,60,2,156.093900384,144.13199999999998,72.84295188002537
2.1386000000000003,82.14599999999999,3.0,0,6,0.0,34,0,82.07825032,72.06599999999999,39.18475553544408
2.7830000000000004,180.21,0.0,14,14,1.0,66,3,180.068748256,172.14599999999996,81.2340281448604
2.7441000000000013,154.253,0.0,0,11,0.0,64,0,154.135765196,136.10899999999998,69.12561297984745
4.269300000000004,302.4580000000001,0.0,0,22,0.0,122,0,302.2245802,272.21799999999996,133.91597940730372
2.970200000000001,194.237,0.0,14,15,0.9333333333333332,72,3,194.08439832,184.15699999999995,87.35427086092659
2.0373,137.01999999999998,1.0,0,5,0.0,32,0,135.988762388,127.948,41.70162497666073
2.1814,137.01999999999998,2.0,0,5,0.0,32,0,135.988762388,127.948,41.70162497666073
3.351700000000002,179.101,5.0,0,8,0.0,50,0,178.03571258,163.981,60.79645131985056
2.9616000000000016,165.074,4.0,0,7,0.0,44,0,164.020062516,151.96999999999997,54.43150920545395
3.6023000000000014,207.07,0.0,10,11,0.9090909090909092,54,2,205.973112324,200.01399999999995,73.98061525687352
3.741800000000003,193.128,6.0,0,9,0.0,56,0,192.051362644,175.99199999999996,67.16139343424716
2.571500000000001,151.047,3.0,0,6,0.0,38,0,150.004412452,139.959,48.066567091057344
1.7913,122.993,1.0,0,4,0.0,26,0,121.973112324,115.937,35.33668286226413
0.7787999999999999,74.12299999999999,2.0,0,5,0.0,32,0,74.07316494,64.04299999999999,32.62831112321538
1.5824,56.108,1.0,0,4,0.0,24,0,56.062600255999996,48.044,27.14447433883512
1.0295999999999998,54.09199999999999,0.0,0,4,0.0,22,0,54.046950192,48.044,26.833302762878645
1.6201,143.411,1.0,0,4,0.0,26,0,141.918489908,139.379,39.27500697474919
1.8812,92.569,1.0,0,5,0.0,32,0,92.039277968,83.49699999999999,38.13734359790105
2.0253,92.569,2.0,0,5,0.0,32,0,92.039277968,83.497,38.13734359790105
3.1956000000000016,134.65,5.0,0,8,0.0,50,0,134.08622816,119.52999999999999,57.23216994109087
2.805500000000001,120.623,4.0,0,7,0.0,44,0,120.07057809599999,107.51899999999999,50.86722782669426
3.4932000000000016,162.61899999999997,0.0,10,11,0.9090909090909092,54,2,162.023627904,155.56299999999996,70.41633387811383
2.415400000000001,106.596,3.0,0,6,0.0,38,0,106.05492803199999,95.508,44.502285712297656
1.6352,78.542,1.0,0,4,0.0,26,0,78.023627904,71.486,31.772401483504435
3.119400000000002,158.285,8.0,0,11,0.0,68,0,158.167065324,136.10899999999998,70.81796380959506
3.923000000000004,140.26999999999998,7.0,0,10,0.0,60,0,140.15650064,120.10999999999997,65.33412702521478
3.899600000000004,186.339,10.0,0,13,0.0,80,0,186.198365452,160.13099999999997,83.54784803838828
3.4022000000000023,156.22799999999998,1.0,10,12,0.8333333333333334,60,2,156.093900384,144.13199999999998,72.84295188002537
1.9491,116.204,5.0,0,8,0.0,50,0,116.120115132,100.07599999999998,51.723137466405205
2.752700000000001,98.189,4.0,0,7,0.0,42,0,98.109550448,84.07699999999998,46.23930068202493
2.1999000000000004,96.173,3.0,0,7,0.0,40,0,96.093900384,84.07699999999998,45.92812910606846
5.460000000000006,242.44699999999992,14.0,0,17,0.0,104,0,242.26096570800001,208.17499999999995,109.00761649597472
1.559,102.177,4.0,0,7,0.0,44,0,102.104465068,88.06499999999998,45.35819535200859
2.3626000000000005,84.16199999999999,3.0,0,6,0.0,36,0,84.093900384,72.06599999999999,39.874358567628335
1.3334,100.161,3.0,0,7,0.0,42,0,100.088815004,88.06499999999998,44.66859231982434
1.8098,82.14599999999999,2.0,0,6,0.0,34,0,82.07825032,72.06599999999999,39.56318699167187
2.2215,184.02,2.0,0,5,0.0,32,0,183.974898288,174.94799999999998,47.095915492063014
3.3918000000000026,226.101,5.0,0,8,0.0,50,0,226.02184848,210.981,66.19074183525284
3.4444000000000017,254.07,0.0,10,11,0.9090909090909092,54,2,253.959248224,247.01399999999995,79.37490577227581
1.8314,169.993,1.0,0,4,0.0,26,0,169.959248224,162.937,40.7309733776664
2.5067000000000004,96.17300000000002,0.0,0,7,0.0,40,0,96.093900384,84.07699999999998,45.23346952849571
3.566220000000002,180.25000000000003,0.0,12,14,0.8571428571428571,68,2,180.093900384,168.15399999999997,84.21255040082498
3.148220000000002,142.201,0.0,10,11,0.9090909090909092,54,2,142.07825032,132.12099999999998,66.47800976562876
4.301420000000003,192.261,0.0,14,15,0.9333333333333332,72,3,192.093900384,180.16499999999996,89.15967429736399
-0.9264,126.115,0.0,6,9,0.6666666666666666,48,1,126.042927432,120.06699999999998,50.76865688246945
2.5454000000000008,144.17299999999997,0.0,10,11,0.9090909090909092,54,2,144.057514876,136.10899999999998,64.90730140342818
2.4220000000000006,143.189,0.0,10,11,0.9090909090909092,54,2,143.073499288,134.11699999999996,65.45295834824488
2.748000000000001,173.171,1.0,10,13,0.7692307692307693,64,2,173.047678464,166.11499999999998,74.76604337373196
0.6731,89.09399999999998,2.0,0,6,0.0,36,0,89.047678464,82.038,36.12211097912257
2.7293000000000016,144.258,7.0,0,10,0.0,62,0,144.15141526,124.09799999999997,64.45302169519843
3.5329000000000024,126.243,6.0,0,9,0.0,54,0,126.14085057599999,108.09899999999998,58.96918491081816
2.980100000000002,124.227,5.0,0,9,0.0,52,0,124.12520051199999,108.09899999999998,58.658013334861685
6.240200000000008,270.50099999999986,16.0,0,19,0.0,116,0,270.292265836,232.19699999999995,121.73750072476794
2.3392000000000013,130.23100000000002,6.0,0,9,0.0,56,0,130.135765196,112.08699999999997,58.08807958080182
3.142800000000002,112.216,5.0,0,8,0.0,48,0,112.12520051199999,96.08799999999998,52.604242796421545
2.5900000000000007,110.2,4.0,0,8,0.0,46,0,110.109550448,96.08799999999998,52.29307122046507
5.069900000000006,228.41999999999996,13.0,0,16,0.0,98,0,228.24531564400002,196.16399999999996,102.6426743815781
1.1689,88.14999999999999,3.0,0,6,0.0,38,0,88.088815004,76.05399999999999,38.99325323761199
1.9725,70.135,2.0,0,5,0.0,30,0,70.07825032,60.05499999999999,33.50941645323173
1.4197,68.11899999999999,1.0,0,5,0.0,28,0,68.062600256,60.05499999999999,33.19824487727526
1.7399,122.16699999999996,1.0,6,9,0.6666666666666666,48,1,122.07316494,112.08699999999997,54.95552110048619
0.3887,60.096,1.0,0,4,0.0,26,0,60.057514876,52.032000000000004,26.26336900881878
4.679800000000005,214.39299999999997,12.0,0,15,0.0,92,0,214.22966558000002,184.15299999999996,96.2777322671815
9.8876,498.66200000000026,1.0,12,22,0.5454545454545454,118,2,493.6885268,498.66200000000026,175.52115959437774
8.580799999999998,429.77200000000016,1.0,12,20,0.6,106,2,425.766471504,427.7560000000001,154.91462714061439
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.308094686851
8.580799999999998,429.77200000000016,1.0,12,20,0.6,106,2,425.766471504,427.7560000000001,154.91462714061439
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.308094686851
5.967200000000002,291.992,1.0,12,16,0.75,82,2,289.922360912,285.94399999999996,113.70156223308767
7.9274,395.3270000000001,1.0,12,19,0.631578947368421,100,2,391.805443856,392.3030000000001,144.61136091373268
7.9274,395.3270000000001,1.0,12,19,0.631578947368421,100,2,391.805443856,392.3030000000001,144.61136091373268
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.308094686851
6.620600000000001,326.437,1.0,12,17,0.7058823529411765,88,2,323.88338856,321.39700000000005,124.00482845996935
6.620600000000001,326.437,1.0,12,17,0.7058823529411765,88,2,323.88338856,321.39700000000005,124.00482845996935
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.308094686851
5.967200000000002,291.9920000000001,1.0,12,16,0.75,82,2,289.922360912,285.94399999999996,113.70156223308767
2.688500000000001,100.20499999999998,0.0,0,7,0.0,44,0,100.12520051199999,84.07699999999998,46.92890371420919
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.308094686851
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.30809468685104
5.967200000000002,291.992,1.0,12,16,0.75,82,2,289.922360912,285.94399999999996,113.70156223308767
6.620600000000001,326.437,1.0,12,17,0.7058823529411765,88,2,323.88338856,321.39700000000005,124.00482845996936
3.0786000000000016,114.232,1.0,0,8,0.0,50,0,114.14085057599999,96.08799999999998,53.29384582860579
3.468700000000003,128.259,2.0,0,9,0.0,56,0,128.15650064,108.09899999999998,59.6587879430024
5.967200000000002,291.992,1.0,12,16,0.75,82,2,289.922360912,285.94399999999996,113.70156223308769
1.4149,102.17699999999998,2.0,0,7,0.0,44,0,102.104465068,88.06499999999998,45.35819535200859
2.442500000000001,86.17799999999998,0.0,0,6,0.0,38,0,86.109550448,72.06599999999999,40.563961599812586
2.832600000000001,100.20499999999998,1.0,0,7,0.0,44,0,100.12520051199999,84.07699999999998,46.92890371420919
1.805,116.20399999999998,3.0,0,8,0.0,50,0,116.120115132,100.07599999999998,51.723137466405205
1.0248,88.14999999999999,0.0,0,6,0.0,38,0,88.088815004,76.05399999999999,38.99325323761199
4.660400000000002,223.102,1.0,12,14,0.8571428571428571,70,2,222.000305616,215.03799999999995,93.09502977932434
7.274,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.308094686851
7.9274,395.3270000000001,1.0,12,19,0.631578947368421,100,2,391.805443856,392.3030000000001,144.61136091373268
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666,94,2,357.844416208,356.85,134.308094686851
6.620600000000001,326.437,1.0,12,17,0.7058823529411765,88,2,323.88338856,321.39700000000005,124.00482845996933
6.620600000000001,326.437,1.0,12,17,0.7058823529411765,88,2,323.88338856,321.39700000000005,124.00482845996936
5.967200000000002,291.992,1.0,12,16,0.75,82,2,289.922360912,285.944,113.70156223308767
4.0058,231.893,0.0,6,11,0.5454545454545454,60,1,229.885975404,229.877,83.43870177921967
4.005799999999999,231.893,0.0,6,11,0.5454545454545454,60,1,229.885975404,229.877,83.43870177921967
5.313800000000001,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.398296006206
5.313800000000001,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.398296006206
3.3524000000000003,197.448,0.0,6,10,0.6,54,1,195.924947756,194.42399999999998,73.135435552338
2.9345000000000017,114.232,2.0,0,8,0.0,50,0,114.14085057599999,96.08799999999998,53.29384582860579
4.0058,231.893,0.0,6,11,0.5454545454545454,60,1,229.885975404,229.877,83.43870177921967
5.313800000000001,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.398296006206
3.3523999999999994,197.448,0.0,6,10,0.6,54,1,195.924947756,194.42399999999998,73.135435552338
3.3523999999999994,197.448,0.0,6,10,0.6,54,1,195.924947756,194.42399999999998,73.135435552338
2.901600000000001,192.00100000000003,1.0,6,11,0.5454545454545454,58,1,190.954083696,188.977,72.69091129576012
2.699,163.003,0.0,6,9,0.6666666666666666,48,1,161.963920108,158.971,62.83216932545633
2.1386000000000003,82.146,1.0,0,6,0.0,34,0,82.07825032,72.06599999999999,39.18475553544408
2.2984,86.178,1.0,0,6,0.0,38,0,86.109550448,72.06599999999999,40.563961599812586
3.456640000000002,156.22799999999998,0.0,10,12,0.8333333333333334,60,2,156.093900384,144.13199999999998,72.84295188002538
2.688500000000001,100.20499999999998,2.0,0,7,0.0,44,0,100.12520051199999,84.07699999999998,46.92890371420919
1.69844,107.156,0.0,6,8,0.75,42,1,107.073499288,98.08399999999999,49.38093532923669
5.313800000000001,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.398296006206
5.313800000000001,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.398296006206
3.3524000000000003,197.448,0.0,6,10,0.6,54,1,195.924947756,194.424,73.135435552338
5.313800000000001,257.547,1.0,12,15,0.8,76,2,255.961333264,250.49099999999996,103.39829600620601
3.3523999999999994,197.448,0.0,6,10,0.6,54,1,195.924947756,194.424,73.135435552338
2.3174600000000005,136.194,0.0,6,10,0.6,54,1,136.088815004,124.09799999999997,61.3204632148828
1.7196200000000006,227.132,3.0,6,16,0.375,84,1,227.01783488,222.09199999999998,87.75527240139297
2.699,163.003,0.0,6,9,0.6666666666666666,48,1,161.963920108,158.971,62.83216932545633
1.8034,116.20399999999998,2.0,0,8,0.0,50,0,116.120115132,100.07599999999998,51.7231374664052
1.6593,116.20399999999998,2.0,0,8,0.0,50,0,116.120115132,100.07599999999998,51.72313746640519
1.8675,114.18799999999996,2.0,0,8,0.0,48,0,114.104465068,100.07599999999998,51.09042581425295
2.688500000000001,100.20499999999998,2.0,0,7,0.0,44,0,100.12520051199999,84.07699999999998,46.92890371420919
2.00904,122.167,0.0,6,9,0.6666666666666666,48,1,122.07316494,112.08699999999997,54.95552110048619
1.69844,107.156,0.0,6,8,0.75,42,1,107.073499288,98.08399999999999,49.380935329236685
1.8114200000000005,182.135,2.0,6,13,0.4615384615384615,68,1,182.032756672,176.087,73.10229667889317
4.660400000000002,223.102,1.0,12,14,0.8571428571428571,70,2,222.000305616,215.03799999999995,93.09502977932434
4.660400000000002,223.102,1.0,12,14,0.8571428571428571,70,2,222.000305616,215.03799999999995,93.09502977932434
2.699,163.003,0.0,6,9,0.6666666666666666,48,1,161.963920108,158.971,62.83216932545633
3.456640000000002,156.228,0.0,10,12,0.8333333333333334,60,2,156.093900384,144.13199999999998,72.84295188002538
2.00904,122.167,0.0,6,9,0.6666666666666666,48,1,122.07316494,112.08699999999997,54.95552110048619
1.69844,107.156,0.0,6,8,0.75,42,1,107.073499288,98.08399999999999,49.380935329236685
1.8114200000000005,182.135,2.0,6,13,0.4615384615384615,68,1,182.032756672,176.087,73.10229667889317
4.660400000000003,223.102,1.0,12,14,0.8571428571428571,70,2,222.000305616,215.03799999999995,93.09502977932435
2.8516400000000006,157.216,0.0,10,12,0.8333333333333334,60,2,157.089149352,146.128,72.0625998609719
3.575200000000001,193.249,0.0,14,15,0.9333333333333332,72,3,193.089149352,182.16099999999994,88.1346228799801
3.6023000000000014,207.07,0.0,10,11,0.9090909090909092,54,2,205.973112324,200.01399999999995,73.98061525687352
3.6023000000000014,207.07,0.0,10,11,0.9090909090909092,54,2,205.973112324,200.01399999999995,73.98061525687353
1.7897,122.993,0.0,0,4,0.0,26,0,121.973112324,115.937,35.33668286226413
2.7575200000000013,171.03699999999998,0.0,6,8,0.75,42,1,169.973112324,163.981,57.66389283953494
0.9854,72.107,1.0,0,5,0.0,30,0,72.057514876,64.043,31.995599471063137
0.7614000000000001,70.09100000000001,1.0,0,5,0.0,28,0,70.041864812,64.04299999999999,31.305996438878882
0.7953999999999999,118.176,5.0,0,8,0.0,50,0,118.099379688,104.06399999999998,50.471740581515476
2.4138,106.596,1.0,0,6,0.0,38,0,106.05492803199999,95.508,44.50228571229765
2.3486,142.58499999999998,1.0,6,9,0.6666666666666666,48,1,142.018542524,135.529,59.213156690282126
4.007000000000002,188.657,1.0,12,13,0.9230769230769232,64,2,188.039277968,179.58499999999995,82.79176355244267
2.0237,92.569,1.0,0,5,0.0,32,0,92.039277968,83.497,38.13734359790105
3.4932000000000016,162.61899999999997,0.0,10,11,0.9090909090909092,54,2,162.023627904,155.56299999999996,70.41633387811383
2.0456000000000003,128.558,0.0,6,8,0.75,42,1,128.00289246,123.51799999999999,52.52890309857465
1.6336,78.542,0.0,0,4,0.0,26,0,78.023627904,71.486,31.772401483504442
2.6484200000000007,126.586,0.0,6,8,0.75,42,1,126.023627904,119.52999999999999,54.09961146077524
-1.2591199999999998,84.082,0.0,0,6,0.0,32,0,84.04359612799999,80.05,35.07187670358043
3.3260000000000023,156.269,7.0,0,11,0.0,66,0,156.15141526,136.10899999999998,70.18525215744279
1.644,107.15599999999998,1.0,6,8,0.75,42,1,107.073499288,98.08399999999999,49.3809353292367
1.4149,102.177,3.0,0,7,0.0,44,0,102.104465068,88.06499999999998,45.35819535200859
2.1951000000000005,130.231,5.0,0,9,0.0,56,0,130.135765196,112.08699999999997,58.088079580801804
2.3218000000000005,126.19899999999998,4.0,0,9,0.0,52,0,126.104465068,112.08699999999997,56.765764896465306
1.6215,100.161,3.0,0,7,0.0,42,0,100.088815004,88.06499999999998,44.72548369985635
2.401700000000001,128.21499999999995,5.0,0,9,0.0,54,0,128.120115132,112.08699999999997,57.45536792864956
3.402200000000001,156.22799999999998,1.0,10,12,0.8333333333333334,60,2,156.093900384,144.13199999999998,72.84295188002538
2.5574200000000005,120.19499999999996,1.0,6,9,0.6666666666666666,48,1,120.093900384,108.09899999999998,56.52622946268678
1.9475,116.20399999999998,4.0,0,8,0.0,50,0,116.120115132,100.07599999999998,51.7231374664052
2.1557000000000004,114.188,4.0,0,8,0.0,48,0,114.104465068,100.07599999999998,51.09042581425295
1.5574,102.17699999999998,3.0,0,7,0.0,44,0,102.104465068,88.06499999999998,45.3581953520086
1.7656,100.161,3.0,0,7,0.0,42,0,100.088815004,88.06499999999998,44.725483699856355
0.1253999999999998,148.125,0.0,10,11,0.9090909090909092,54,2,148.038510748,144.093,61.785893327214225
0.7871999999999999,95.101,0.0,6,7,0.8571428571428571,36,1,95.03711378,90.06099999999999,41.44528485263949
1.8298,169.993,0.0,0,4,0.0,26,0,169.959248224,162.937,40.7309733776664
3.118420000000002,134.22199999999995,1.0,6,10,0.6,54,1,134.109550448,120.10999999999997,62.89117157708339
0.4283999999999998,162.152,1.0,10,12,0.8333333333333334,60,2,162.054160812,156.10399999999998,68.4701469189217
1.9725,70.13499999999999,0.0,0,5,0.0,30,0,70.07825032,60.05499999999999,33.50941645323173
1.7485,68.11900000000001,1.0,0,5,0.0,28,0,68.062600256,60.05499999999999,32.81981342104747
1.9725,70.13499999999999,1.0,0,5,0.0,30,0,70.07825032,60.05499999999999,33.50941645323173
2.3626000000000005,84.16199999999999,2.0,0,6,0.0,36,0,84.093900384,72.06599999999999,39.87435856762834
2.337600000000001,130.231,4.0,0,9,0.0,56,0,130.135765196,112.08699999999997,58.08807958080181
1.9475,116.20399999999998,3.0,0,8,0.0,50,0,116.120115132,100.07599999999998,51.7231374664052
1.5574,102.17699999999998,2.0,0,7,0.0,44,0,102.104465068,88.06499999999998,45.3581953520086
1.4133,102.177,2.0,0,7,0.0,44,0,102.104465068,88.065,45.35819535200859
4.301420000000002,192.261,0.0,14,15,0.9333333333333332,72,3,192.093900384,180.16499999999996,89.15967429736398
1.1673,88.14999999999998,1.0,0,6,0.0,38,0,88.088815004,76.05399999999999,38.99325323761199
2.0524,72.151,1.0,0,5,0.0,32,0,72.093900384,60.05499999999999,34.19901948541598
1.0248,88.14999999999999,2.0,0,6,0.0,38,0,88.088815004,76.05399999999999,38.99325323761199
3.2227000000000023,114.232,4.0,0,8,0.0,50,0,114.14085057599999,96.08799999999998,53.29384582860579
3.148220000000001,142.201,0.0,10,11,0.9090909090909092,54,2,142.07825032,132.12099999999998,66.47800976562877
2.442500000000001,86.178,2.0,0,6,0.0,38,0,86.109550448,72.06599999999999,40.563961599812586
1.4149,102.177,3.0,0,7,0.0,44,0,102.104465068,88.06499999999998,45.35819535200859
4.301420000000003,192.261,0.0,14,15,0.9333333333333332,72,3,192.093900384,180.16499999999996,89.15967429736399
1.70062,108.14,0.0,6,8,0.75,42,1,108.057514876,100.07599999999998,48.59057898608958
0.6347,74.12299999999999,1.0,0,5,0.0,32,0,74.07316494,64.04299999999999,32.62831112321538
1.6623,58.124,0.0,0,4,0.0,26,0,58.078250319999995,48.044,27.834077371019372
1.5824,56.108,0.0,0,4,0.0,24,0,56.062600255999996,48.044,27.14447433883512
0.7282199999999999,146.153,0.0,10,11,0.9090909090909092,54,2,146.059246192,140.105,63.35660168941482
1.1853,86.134,0.0,0,6,0.0,36,0,86.07316494,76.05399999999999,38.30673356139363
2.5454,144.17299999999997,0.0,10,11,0.9090909090909092,54,2,144.057514876,136.10899999999998,64.90730140342819
0.6715,89.094,1.0,0,6,0.0,36,0,89.047678464,82.038,36.12211097912257
2.727700000000002,144.258,6.0,0,10,0.0,62,0,144.15141526,124.09799999999997,64.45302169519842
2.935900000000001,142.242,6.0,0,10,0.0,60,0,142.135765196,124.09799999999997,63.82031004304618
2.337600000000001,130.231,5.0,0,9,0.0,56,0,130.135765196,112.08699999999997,58.08807958080181
2.5458000000000007,128.21499999999995,5.0,0,9,0.0,54,0,128.120115132,112.08699999999997,57.455367928649565
1.1673,88.14999999999999,2.0,0,6,0.0,38,0,88.088815004,76.05399999999999,38.99325323761199
1.3755,86.13399999999999,2.0,0,6,0.0,36,0,86.07316494,76.05399999999999,38.36054158545974
1.0577,138.16599999999997,3.0,6,10,0.6,54,1,138.06807956,128.08599999999998,60.06906632999306
0.3871,60.096,0.0,0,4,0.0,26,0,60.057514876,52.032000000000004,26.263369008818774
-0.1036,85.10600000000001,0.0,0,6,0.0,34,0,85.052763844,78.05,36.53963050114196
3.5079000000000025,172.312,8.0,0,12,0.0,74,0,172.182715388,148.11999999999998,77.18290592399165
1.4149,102.177,1.0,0,7,0.0,44,0,102.104465068,88.06499999999998,45.35819535200859
1.4133,102.177,0.0,0,7,0.0,44,0,102.104465068,88.06499999999998,45.35819535200859
1.6215,100.161,0.0,0,7,0.0,42,0,100.088815004,88.06499999999998,44.725483699856355
2.832600000000001,100.20499999999998,2.0,0,7,0.0,44,0,100.12520051199999,84.07699999999998,46.92890371420919
2.901600000000001,192.001,1.0,6,11,0.5454545454545454,58,1,190.954083696,188.977,72.69091129576012
2.6990000000000007,163.003,0.0,6,9,0.6666666666666666,48,1,161.963920108,158.97099999999998,62.83216932545633
2.00904,122.167,0.0,6,9,0.6666666666666666,48,1,122.07316494,112.08699999999997,54.955521100486195
1.69844,107.156,0.0,6,8,0.75,42,1,107.073499288,98.08399999999999,49.38093532923669
4.660400000000002,223.102,1.0,12,14,0.8571428571428571,70,2,222.000305616,215.03799999999995,93.09502977932435
2.699,163.003,0.0,6,9,0.6666666666666666,48,1,161.963920108,158.97099999999998,62.83216932545633
