MolLogP,MolWt,NumRotatableBonds,num_aromatic_atoms,num_heavy_atoms,Aromatic_Proportion
1.6200999999999999,143.411,1.0,0,4,0.0
1.8812,92.569,1.0,0,5,0.0
2.0253,92.56899999999999,2.0,0,5,0.0
3.1956000000000016,134.65,5.0,0,8,0.0
2.805500000000001,120.623,4.0,0,7,0.0
3.4932000000000016,162.61899999999997,0.0,10,11,0.9090909090909091
2.415400000000001,106.596,3.0,0,6,0.0
1.6352,78.542,1.0,0,4,0.0
3.119400000000002,158.285,8.0,0,11,0.0
3.9230000000000036,140.26999999999998,7.0,0,10,0.0
3.8996000000000035,186.33899999999997,10.0,0,13,0.0
3.4022000000000023,156.22799999999998,1.0,10,12,0.8333333333333334
1.9491,116.204,5.0,0,8,0.0
2.752700000000001,98.189,4.0,0,7,0.0
2.1999000000000004,96.17299999999999,3.0,0,7,0.0
5.460000000000006,242.44699999999992,14.0,0,17,0.0
1.559,102.17699999999999,4.0,0,7,0.0
2.3626000000000005,84.16199999999999,3.0,0,6,0.0
1.3334,100.16099999999999,3.0,0,7,0.0
1.8098,82.14599999999999,2.0,0,6,0.0
2.2215,184.01999999999998,2.0,0,5,0.0
3.3918000000000026,226.101,5.0,0,8,0.0
3.4444000000000017,254.07000000000002,0.0,10,11,0.9090909090909091
1.8314,169.993,1.0,0,4,0.0
2.5067000000000004,96.17300000000002,0.0,0,7,0.0
3.566220000000002,180.25000000000003,0.0,12,14,0.8571428571428571
3.148220000000002,142.201,0.0,10,11,0.9090909090909091
4.301420000000003,192.261,0.0,14,15,0.9333333333333333
-0.9264000000000001,126.115,0.0,6,9,0.6666666666666666
2.5454000000000008,144.17299999999997,0.0,10,11,0.9090909090909091
2.4220000000000006,143.189,0.0,10,11,0.9090909090909091
2.748000000000001,173.171,1.0,10,13,0.7692307692307693
0.6731,89.09399999999998,2.0,0,6,0.0
2.7293000000000016,144.258,7.0,0,10,0.0
3.5329000000000024,126.243,6.0,0,9,0.0
2.980100000000002,124.22699999999999,5.0,0,9,0.0
6.240200000000008,270.50099999999986,16.0,0,19,0.0
2.3392000000000013,130.23100000000002,6.0,0,9,0.0
3.142800000000002,112.216,5.0,0,8,0.0
2.5900000000000007,110.19999999999999,4.0,0,8,0.0
5.069900000000006,228.41999999999993,13.0,0,16,0.0
1.1689,88.14999999999999,3.0,0,6,0.0
1.9725,70.135,2.0,0,5,0.0
1.4197,68.11899999999999,1.0,0,5,0.0
1.7399,122.16699999999996,1.0,6,9,0.6666666666666666
0.3887,60.096,1.0,0,4,0.0
4.679800000000005,214.39299999999994,12.0,0,15,0.0
9.887599999999999,498.66200000000026,1.0,12,22,0.5454545454545454
8.580799999999998,429.77200000000016,1.0,12,20,0.6
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666
8.580799999999998,429.77200000000016,1.0,12,20,0.6
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666
5.967200000000002,291.99199999999996,1.0,12,16,0.75
7.9274000000000004,395.3270000000001,1.0,12,19,0.631578947368421
7.9274000000000004,395.3270000000001,1.0,12,19,0.631578947368421
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666
6.620600000000001,326.437,1.0,12,17,0.7058823529411765
6.620600000000001,326.437,1.0,12,17,0.7058823529411765
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666
5.967200000000002,291.9920000000001,1.0,12,16,0.75
2.6885000000000012,100.20499999999998,0.0,0,7,0.0
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666
5.967200000000002,291.99199999999996,1.0,12,16,0.75
6.620600000000001,326.437,1.0,12,17,0.7058823529411765
3.0786000000000016,114.23199999999999,1.0,0,8,0.0
3.468700000000003,128.259,2.0,0,9,0.0
5.967200000000002,291.99199999999996,1.0,12,16,0.75
1.4149,102.17699999999998,2.0,0,7,0.0
2.442500000000001,86.17799999999998,0.0,0,6,0.0
2.832600000000001,100.20499999999998,1.0,0,7,0.0
1.8050000000000002,116.20399999999998,3.0,0,8,0.0
1.0248,88.14999999999999,0.0,0,6,0.0
4.660400000000002,223.102,1.0,12,14,0.8571428571428571
7.274,360.88200000000006,1.0,12,18,0.6666666666666666
7.9274000000000004,395.3270000000001,1.0,12,19,0.631578947368421
7.274000000000001,360.88200000000006,1.0,12,18,0.6666666666666666
6.620600000000001,326.437,1.0,12,17,0.7058823529411765
6.620600000000001,326.437,1.0,12,17,0.7058823529411765
5.967200000000002,291.992,1.0,12,16,0.75
4.0058,231.893,0.0,6,11,0.5454545454545454
4.005799999999999,231.89299999999997,0.0,6,11,0.5454545454545454
5.313800000000001,257.547,1.0,12,15,0.8
5.313800000000001,257.547,1.0,12,15,0.8
3.3524000000000003,197.448,0.0,6,10,0.6
2.9345000000000017,114.23199999999999,2.0,0,8,0.0
4.0058,231.893,0.0,6,11,0.5454545454545454
5.313800000000001,257.547,1.0,12,15,0.8
3.3523999999999994,197.44799999999998,0.0,6,10,0.6
3.3523999999999994,197.44799999999998,0.0,6,10,0.6
2.901600000000001,192.00100000000003,1.0,6,11,0.5454545454545454
2.699,163.003,0.0,6,9,0.6666666666666666
2.1386000000000003,82.146,1.0,0,6,0.0
2.2984,86.178,1.0,0,6,0.0
3.456640000000002,156.22799999999998,0.0,10,12,0.8333333333333334
2.6885000000000012,100.20499999999998,2.0,0,7,0.0
1.69844,107.156,0.0,6,8,0.75
5.313800000000001,257.547,1.0,12,15,0.8
5.313800000000001,257.547,1.0,12,15,0.8
3.3524000000000003,197.448,0.0,6,10,0.6
5.313800000000001,257.547,1.0,12,15,0.8
3.3523999999999994,197.44799999999998,0.0,6,10,0.6
2.3174600000000005,136.194,0.0,6,10,0.6
1.7196200000000006,227.13199999999998,3.0,6,16,0.375
2.699,163.003,0.0,6,9,0.6666666666666666
1.8034,116.20399999999998,2.0,0,8,0.0
1.6593,116.20399999999998,2.0,0,8,0.0
1.8675,114.18799999999997,2.0,0,8,0.0
2.6885000000000012,100.20499999999998,2.0,0,7,0.0
2.0090399999999997,122.16699999999999,0.0,6,9,0.6666666666666666
1.69844,107.15599999999999,0.0,6,8,0.75
1.8114200000000005,182.135,2.0,6,13,0.46153846153846156
4.660400000000002,223.102,1.0,12,14,0.8571428571428571
4.660400000000002,223.102,1.0,12,14,0.8571428571428571
2.699,163.003,0.0,6,9,0.6666666666666666
3.456640000000002,156.228,0.0,10,12,0.8333333333333334
2.00904,122.16699999999999,0.0,6,9,0.6666666666666666
1.69844,107.156,0.0,6,8,0.75
1.8114200000000005,182.135,2.0,6,13,0.46153846153846156
4.660400000000003,223.102,1.0,12,14,0.8571428571428571
2.8516400000000006,157.216,0.0,10,12,0.8333333333333334
3.5752000000000015,193.249,0.0,14,15,0.9333333333333333
3.6023000000000014,207.07000000000002,0.0,10,11,0.9090909090909091
3.6023000000000014,207.07,0.0,10,11,0.9090909090909091
1.7897,122.993,0.0,0,4,0.0
2.7575200000000013,171.03699999999998,0.0,6,8,0.75
0.9854,72.107,1.0,0,5,0.0
0.7614000000000001,70.09100000000001,1.0,0,5,0.0
0.7953999999999999,118.17599999999999,5.0,0,8,0.0
2.4138,106.59599999999999,1.0,0,6,0.0
2.3486000000000002,142.58499999999998,1.0,6,9,0.6666666666666666
4.007000000000002,188.657,1.0,12,13,0.9230769230769231
2.0237,92.569,1.0,0,5,0.0
3.4932000000000016,162.61899999999997,0.0,10,11,0.9090909090909091
2.0456000000000003,128.558,0.0,6,8,0.75
1.6336,78.542,0.0,0,4,0.0
2.6484200000000007,126.586,0.0,6,8,0.75
-1.2591199999999998,84.082,0.0,0,6,0.0
3.3260000000000023,156.269,7.0,0,11,0.0
1.644,107.15599999999998,1.0,6,8,0.75
1.4149,102.17699999999999,3.0,0,7,0.0
2.1951000000000005,130.231,5.0,0,9,0.0
2.3218000000000005,126.19899999999998,4.0,0,9,0.0
1.6215,100.16099999999999,3.0,0,7,0.0
2.401700000000001,128.21499999999997,5.0,0,9,0.0
3.4022000000000014,156.22799999999998,1.0,10,12,0.8333333333333334
2.5574200000000005,120.19499999999996,1.0,6,9,0.6666666666666666
1.9475000000000002,116.20399999999998,4.0,0,8,0.0
2.1557000000000004,114.18799999999999,4.0,0,8,0.0
1.5574,102.17699999999998,3.0,0,7,0.0
1.7656,100.16099999999999,3.0,0,7,0.0
0.1253999999999998,148.125,0.0,10,11,0.9090909090909091
0.7871999999999999,95.101,0.0,6,7,0.8571428571428571
1.8298,169.993,0.0,0,4,0.0
3.118420000000002,134.22199999999995,1.0,6,10,0.6
0.42839999999999984,162.152,1.0,10,12,0.8333333333333334
1.9725,70.13499999999999,0.0,0,5,0.0
1.7485,68.11900000000001,1.0,0,5,0.0
1.9725,70.13499999999999,1.0,0,5,0.0
2.3626000000000005,84.16199999999999,2.0,0,6,0.0
2.3376000000000006,130.231,4.0,0,9,0.0
1.9475000000000002,116.20399999999998,3.0,0,8,0.0
1.5574,102.17699999999998,2.0,0,7,0.0
1.4133,102.17699999999999,2.0,0,7,0.0
4.301420000000002,192.261,0.0,14,15,0.9333333333333333
1.1673,88.14999999999998,1.0,0,6,0.0
2.0524,72.151,1.0,0,5,0.0
1.0248,88.14999999999999,2.0,0,6,0.0
3.2227000000000023,114.23199999999999,4.0,0,8,0.0
3.148220000000001,142.201,0.0,10,11,0.9090909090909091
2.442500000000001,86.178,2.0,0,6,0.0
1.4149,102.17699999999999,3.0,0,7,0.0
4.301420000000003,192.261,0.0,14,15,0.9333333333333333
1.70062,108.13999999999999,0.0,6,8,0.75
0.6347,74.12299999999999,1.0,0,5,0.0
1.6622999999999999,58.123999999999995,0.0,0,4,0.0
1.5824,56.108000000000004,0.0,0,4,0.0
0.7282199999999999,146.153,0.0,10,11,0.9090909090909091
1.1853,86.134,0.0,0,6,0.0
2.5454,144.17299999999997,0.0,10,11,0.9090909090909091
0.6715,89.094,1.0,0,6,0.0
2.727700000000002,144.258,6.0,0,10,0.0
2.935900000000001,142.242,6.0,0,10,0.0
2.3376000000000006,130.231,5.0,0,9,0.0
2.5458000000000007,128.21499999999997,5.0,0,9,0.0
1.1673,88.14999999999999,2.0,0,6,0.0
1.3755,86.13399999999999,2.0,0,6,0.0
1.0576999999999999,138.16599999999997,3.0,6,10,0.6
0.38710000000000006,60.096000000000004,0.0,0,4,0.0
-0.10360000000000008,85.10600000000001,0.0,0,6,0.0
3.5079000000000025,172.312,8.0,0,12,0.0
1.4149,102.17699999999999,1.0,0,7,0.0
1.4133,102.17699999999999,0.0,0,7,0.0
1.6215,100.16099999999999,0.0,0,7,0.0
2.832600000000001,100.20499999999998,2.0,0,7,0.0
2.901600000000001,192.001,1.0,6,11,0.5454545454545454
2.6990000000000007,163.00300000000001,0.0,6,9,0.6666666666666666
2.0090399999999997,122.16699999999999,0.0,6,9,0.6666666666666666
1.69844,107.15599999999999,0.0,6,8,0.75
4.660400000000002,223.102,1.0,12,14,0.8571428571428571
2.699,163.003,0.0,6,9,0.6666666666666666
2.0090399999999997,122.16699999999997,0.0,6,9,0.6666666666666666
1.69844,107.15599999999998,0.0,6,8,0.75
2.782800000000001,352.39000000000004,6.0,12,26,0.46153846153846156
2.3486000000000002,142.58499999999998,1.0,6,9,0.6666666666666666
4.007000000000002,188.657,1.0,12,13,0.9230769230769231
2.0456,128.558,0.0,6,8,0.75
1.1388800000000001,89.525,1.0,0,5,0.0
2.0025999999999993,324.33600000000007,4.0,12,24,0.5
1.9475,116.204,3.0,0,8,0.0
1.9475,116.20399999999998,4.0,0,8,0.0
3.9531000000000027,394.471,9.0,12,29,0.41379310344827586
1.5574,102.17699999999999,3.0,0,7,0.0
1.7656,100.16099999999999,3.0,0,7,0.0
3.5630000000000024,380.444,8.0,12,28,0.42857142857142855
1.8098,82.14599999999999,0.0,0,6,0.0
1.8284,70.135,1.0,0,5,0.0
1.0231999999999999,88.14999999999999,1.0,0,6,0.0
1.2314,86.13399999999999,1.0,0,6,0.0
1.4149,102.17699999999999,3.0,0,7,0.0
1.4149,102.17699999999999,3.0,0,7,0.0
1.6215,100.16099999999999,2.0,0,7,0.0
2.3376,130.23099999999997,4.0,0,9,0.0
1.9475,116.20399999999998,3.0,0,8,0.0
1.5574,102.17699999999998,2.0,0,7,0.0
1.0248,88.14999999999999,2.0,0,6,0.0
5.553220000000004,268.3589999999999,0.0,18,21,0.8571428571428571
3.2227000000000023,114.23199999999999,4.0,0,8,0.0
2.4763200000000003,131.17799999999997,0.0,9,10,0.9
2.442500000000001,86.178,2.0,0,6,0.0
1.7006199999999998,108.13999999999999,0.0,6,8,0.75
2.3376,130.23099999999997,5.0,0,9,0.0
4.343200000000004,408.498,10.0,12,30,0.4
1.1673,88.15,2.0,0,6,0.0
1.3755,86.134,2.0,0,6,0.0
3.172900000000002,366.41700000000003,7.0,12,27,0.4444444444444444
2.3927000000000005,338.36300000000006,5.0,12,25,0.48
4.660400000000002,223.102,1.0,12,14,0.8571428571428571
2.1547,173.00900000000001,0.0,6,8,0.75
2.7575200000000013,171.03700000000003,0.0,6,8,0.75
2.3486000000000002,142.585,1.0,6,9,0.6666666666666666
2.0456,128.558,0.0,6,8,0.75
2.6484200000000007,126.586,0.0,6,8,0.75
2.5574200000000005,120.19499999999996,1.0,6,9,0.6666666666666666
1.9475,116.204,4.0,0,8,0.0
2.1557000000000004,114.18799999999999,4.0,0,8,0.0
3.220600000000001,194.27399999999992,5.0,6,14,0.42857142857142855
0.7871999999999999,95.10099999999998,0.0,6,7,0.8571428571428571
3.118420000000002,134.22199999999998,1.0,6,10,0.6
0.4283999999999998,162.15200000000002,1.0,10,12,0.8333333333333334
1.4133,102.17699999999998,2.0,0,7,0.0
1.6215,100.16099999999999,2.0,0,7,0.0
3.662020000000002,168.239,1.0,12,13,0.9230769230769231
1.4149,102.17699999999999,3.0,0,7,0.0
0.7282199999999999,146.15299999999996,0.0,10,11,0.9090909090909091
1.5531999999999997,180.16299999999998,2.0,6,13,0.46153846153846156
0.9449,86.134,3.0,0,6,0.0
1.1050999999999993,224.25999999999996,3.0,0,16,0.0
1.3510999999999993,238.28699999999998,3.0,0,17,0.0
0.49099999999999966,208.21699999999996,4.0,0,15,0.0
0.6507999999999994,212.249,2.0,0,15,0.0
-0.6214000000000004,156.141,0.0,0,11,0.0
2.271,148.205,0.0,6,11,0.5454545454545454
5.763040000000004,256.348,0.0,18,20,0.9
0.3248999999999995,196.20599999999996,3.0,0,14,0.0
0.5708999999999995,210.23299999999998,3.0,0,15,0.0
-0.06520000000000037,182.17899999999997,2.0,0,13,0.0
0.8664999999999998,244.25,3.0,6,18,0.3333333333333333
1.1849999999999992,226.27599999999995,4.0,0,16,0.0
0.4047999999999994,198.22199999999998,2.0,0,14,0.0
0.7003999999999997,232.239,2.0,6,17,0.35294117647058826
-0.7977000000000001,130.078,0.0,6,9,0.6666666666666666
1.9404,145.161,0.0,10,11,0.9090909090909091
-0.2313000000000005,170.16799999999998,1.0,0,12,0.0
5.454620000000004,242.321,0.0,18,19,0.9473684210526315
-0.33948000000000017,125.13099999999999,0.0,6,9,0.6666666666666666
2.935900000000001,142.242,6.0,0,10,0.0
4.728400000000002,243.309,0.0,18,19,0.9473684210526315
1.9403999999999997,145.161,0.0,10,11,0.9090909090909091
0.42839999999999984,162.15200000000002,1.0,10,12,0.8333333333333334
5.454620000000004,242.321,0.0,18,19,0.9473684210526315
5.763040000000005,256.348,0.0,18,20,0.9
0.42839999999999984,162.152,1.0,10,12,0.8333333333333334
0.7282199999999998,146.153,0.0,10,11,0.9090909090909091
1.9403999999999995,145.16099999999997,0.0,10,11,0.9090909090909091
4.609840000000004,206.28799999999998,0.0,14,16,0.875
3.6986000000000017,194.23299999999998,0.0,14,15,0.9333333333333333
4.301420000000003,192.261,0.0,14,15,0.9333333333333333
5.630000000000004,466.47900000000016,10.0,12,27,0.4444444444444444
2.9384000000000015,154.21199999999996,0.0,10,12,0.8333333333333334
3.3236000000000017,152.19599999999994,0.0,10,12,0.8333333333333334
1.24,183.16899999999998,3.0,0,10,0.0
-0.5084,59.068,0.0,0,4,0.0
1.6449999999999998,135.16599999999997,1.0,6,10,0.6
-0.8561000000000003,222.251,2.0,5,13,0.38461538461538464
0.52988,41.053,0.0,0,3,0.0
1.8892,120.15099999999995,1.0,6,9,0.6666666666666666
1.9493400000000003,293.34800000000007,3.0,11,20,0.55
3.3880000000000017,179.22199999999998,0.0,14,14,1.0
0.37129999999999996,56.064,1.0,0,4,0.0
0.6959799999999999,53.06399999999999,0.0,0,4,0.0
-0.0648999999999999,135.13,0.0,9,10,0.9
3.2664000000000017,300.3980000000001,0.0,0,22,0.0
2.9871000000000016,269.77199999999993,6.0,6,18,0.3333333333333333
1.8457,360.45000000000005,3.0,0,26,0.0
5.270200000000002,364.914,0.0,0,18,0.0
-2.1798,158.117,1.0,0,11,0.0
1.7553,162.27899999999997,5.0,0,9,0.0
-0.35380000000000006,136.114,0.0,9,10,0.9
-2.0785,142.07,0.0,0,10,0.0
-4.819399999999998,286.156,1.0,0,20,0.0
0.0696000000000001,210.285,3.0,6,15,0.4
1.8455999999999997,227.337,5.0,6,15,0.4
-3.1080199999999985,457.4320000000001,7.0,6,32,0.1875
1.77922,208.26099999999997,2.0,6,15,0.4
1.55042,231.299,2.0,11,17,0.6470588235294118
0.7253000000000001,100.14599999999999,0.0,5,6,0.8333333333333334
4.871880000000004,293.41400000000004,4.0,12,22,0.5454545454545454
-0.6131000000000002,84.082,0.0,5,6,0.8333333333333334
1.1849999999999998,226.27599999999998,4.0,0,16,0.0
1.0666200000000003,203.245,1.0,11,15,0.7333333333333333
2.1311,256.30499999999995,4.0,12,19,0.631578947368421
4.087400000000003,286.415,0.0,0,21,0.0
3.959100000000003,290.447,0.0,0,21,0.0
2.728300000000001,148.20499999999998,2.0,6,11,0.5454545454545454
1.2688000000000001,93.12899999999999,0.0,6,7,0.8571428571428571
4.331900000000004,367.86,7.0,6,21,0.2857142857142857
1.6952,108.13999999999997,1.0,6,8,0.75
3.993000000000002,178.23399999999995,0.0,14,14,1.0
2.4620000000000006,208.21599999999998,0.0,12,16,0.75
1.4844199999999999,188.23000000000002,1.0,11,14,0.7857142857142857
2.0642199999999997,300.3620000000001,2.0,6,22,0.2727272727272727
5.505100000000005,366.84400000000016,2.0,12,26,0.46153846153846156
1.1322999999999996,211.26899999999998,5.0,6,15,0.4
1.7770999999999997,215.68800000000002,4.0,6,14,0.42857142857142855
2.0904999999999996,259.762,5.0,6,16,0.375
4.102000000000002,182.226,2.0,12,14,0.8571428571428571
1.0536999999999999,223.16499999999996,5.0,0,14,0.0
3.130700000000001,258.104,2.0,6,16,0.375
0.15879999999999939,184.19499999999996,2.0,0,13,0.0
1.6254,421.4220000000001,3.0,12,27,0.4444444444444444
4.148200000000004,335.28200000000004,7.0,6,23,0.2608695652173913
4.057500000000004,410.53600000000023,8.0,6,28,0.21428571428571427
3.5435000000000016,323.133,2.0,12,16,0.75
2.572400000000001,290.323,4.0,9,21,0.42857142857142855
3.7726000000000024,397.52400000000006,10.0,6,23,0.2608695652173913
1.4990999999999999,106.12399999999997,1.0,6,8,0.75
0.7855000000000001,121.13899999999995,1.0,6,9,0.6666666666666666
1.6866,78.11399999999999,0.0,6,6,1.0
2.768300000000001,184.238,2.0,12,14,0.8571428571428571
1.1077,260.253,5.0,11,19,0.5789473684210527
4.411000000000003,216.283,0.0,16,17,0.9411764705882353
5.737200000000003,252.31599999999997,0.0,20,20,1.0
5.640400000000003,252.31599999999997,0.0,20,20,1.0
4.411000000000002,216.283,0.0,16,17,0.9411764705882353
5.737200000000003,252.31599999999997,0.0,20,20,1.0
5.640400000000003,252.31599999999997,0.0,20,20,1.0
5.640400000000003,252.31599999999997,0.0,20,20,1.0
6.3282000000000025,276.338,0.0,22,22,1.0
1.4455,165.19199999999998,2.0,6,12,0.5
2.602900000000001,212.248,3.0,12,16,0.75
1.5582799999999999,103.12399999999997,0.0,6,8,0.75
2.917600000000001,182.222,2.0,12,14,0.8571428571428571
2.2962999999999996,135.191,0.0,9,9,1.0
0.9578999999999998,119.127,0.0,9,9,1.0
1.8277999999999999,119.12299999999998,0.0,9,9,1.0
2.4254000000000007,126.58599999999996,1.0,6,8,0.75
2.705400000000001,146.111,0.0,6,10,0.6
0.8548999999999998,150.18099999999998,2.0,6,11,0.5454545454545454
3.636800000000003,476.5850000000002,6.0,0,34,0.0
3.4718000000000018,182.266,3.0,12,14,0.8571428571428571
3.353600000000002,154.21199999999996,1.0,12,12,1.0
4.450000000000003,256.308,1.0,20,20,1.0
2.1935000000000002,154.253,0.0,0,11,0.0
1.5785200000000001,261.11899999999997,2.0,6,14,0.42857142857142855
7.183700000000006,527.4140000000002,6.0,28,35,0.8
2.4491000000000005,157.01,0.0,6,7,0.8571428571428571
1.5776,129.384,0.0,0,3,0.0
2.1425,163.82899999999998,0.0,0,4,0.0
1.4012,108.966,0.0,0,3,0.0
1.0110999999999999,94.939,0.0,0,2,0.0
4.652000000000002,366.0,4.0,6,16,0.375
4.3991000000000025,428.12000000000006,4.0,12,22,0.5454545454545454
2.78888,276.91499999999996,0.0,6,11,0.5454545454545454
1.5771999999999997,266.098,1.0,12,15,0.8
1.74462,316.4270000000001,8.0,6,21,0.2857142857142857
0.7948999999999993,212.24899999999997,3.0,0,15,0.0
3.999800000000003,263.381,1.0,6,19,0.3157894736842105
4.1574000000000035,311.85300000000007,9.0,6,21,0.2857142857142857
1.6836,303.156,4.0,0,17,0.0
2.2257,193.24599999999998,4.0,6,14,0.42857142857142855
0.7771999999999999,74.12299999999999,1.0,0,5,0.0
1.8064,58.123999999999995,1.0,0,4,0.0
1.7163,90.19099999999999,2.0,0,5,0.0
0.9389999999999998,212.249,4.0,0,15,0.0
1.0257999999999998,256.33099999999996,1.0,5,17,0.29411764705882354
2.825400000000001,236.702,2.0,6,16,0.375
0.9595,102.13299999999998,4.0,0,7,0.0
3.4735000000000023,217.378,5.0,0,14,0.0
3.0292000000000012,134.22199999999998,3.0,6,10,0.6
0.9854,72.107,2.0,0,5,0.0
-1.0293,194.19399999999996,0.0,9,14,0.6428571428571429
2.401700000000001,152.237,0.0,0,11,0.0
1.7656,100.16099999999999,4.0,0,7,0.0
3.520900000000001,349.06600000000014,3.0,0,18,0.0
3.3306000000000013,212.25199999999998,2.0,12,16,0.75
2.5580000000000007,201.225,1.0,10,15,0.6666666666666666
3.3211000000000013,167.21099999999998,0.0,13,13,1.0
1.7597,236.271,4.0,6,17,0.35294117647058826
2.1183,221.25599999999994,1.0,6,16,0.375
5.420300000000004,342.875,8.0,6,18,0.3333333333333333
2.620000000000001,235.30800000000002,2.0,6,16,0.375
1.1349999999999998,237.09699999999998,3.0,0,12,0.0
2.824020000000001,150.22099999999998,1.0,6,11,0.5454545454545454
2.4879000000000007,150.22099999999998,1.0,0,11,0.0
-0.46289999999999937,309.529,2.0,0,17,0.0
0.909,323.13200000000006,6.0,6,20,0.3
2.2173999999999996,257.76899999999995,6.0,6,17,0.35294117647058826
3.127600000000002,293.548,2.0,6,15,0.4
2.9102000000000006,223.659,2.0,6,15,0.4
5.682800000000001,409.7819999999999,0.0,0,18,0.0
5.024200000000001,338.876,0.0,0,16,0.0
2.8698200000000007,196.68099999999998,2.0,6,13,0.46153846153846156
1.1715999999999998,414.82700000000017,8.0,12,27,0.4444444444444444
-0.2895000000000001,93.513,1.0,0,5,0.0
0.74878,75.498,0.0,0,4,0.0
2.34,112.55899999999997,0.0,6,7,0.8571428571428571
2.2986000000000004,208.28,0.0,0,4,0.0
1.2451,64.515,0.0,0,3,0.0
1.3687,62.499,0.0,0,3,0.0
3.2969000000000017,213.66400000000002,2.0,6,14,0.42857142857142855
1.5908000000000002,164.375,0.0,0,7,0.0
4.180900000000003,339.21800000000013,4.0,12,22,0.5454545454545454
4.043559999999999,265.914,0.0,6,14,0.42857142857142855
-0.06089999999999923,295.72900000000004,1.0,6,17,0.35294117647058826
2.7419200000000012,212.67999999999998,1.0,6,14,0.42857142857142855
